"name","type","class","exported","S4generic","args","package","priority","Rversion"
"Machine","builtin","","TRUE","NA","","base","NA","0.61.3"
"Mod","builtin","","TRUE","NA","","base","NA","0.61.3"
"NCOL","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"NROW","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"NextMethod","closure","","TRUE","FALSE","(generic = NULL, object = NULL, ...) ","base","NA","0.61.3"
"Re","builtin","","TRUE","NA","","base","NA","0.61.3"
"Recall","closure","","TRUE","FALSE","(...) ","base","NA","0.61.3"
"T","logical","","TRUE","FALSE","NA","base","NA","0.61.3"
"UseMethod","special","","TRUE","NA","","base","NA","0.61.3"
"Version","builtin","","TRUE","NA","","base","NA","0.61.3"
"[","special","","TRUE","NA","","base","NA","0.61.3"
"[.data.frame","special","","TRUE","NA","","base","NA","0.61.3"
"[.formula","closure","","TRUE","FALSE","(x, i) ","base","NA","0.61.3"
"[.noquote","closure","","TRUE","FALSE","(x, subs) ","base","NA","0.61.3"
"[.ts","closure","","TRUE","FALSE","(x, i, j, drop = T) ","base","NA","0.61.3"
"[<-","special","","TRUE","NA","","base","NA","0.61.3"
"[<-.data.frame","special","","TRUE","NA","","base","NA","0.61.3"
"[[","special","","TRUE","NA","","base","NA","0.61.3"
"[[.data.frame","special","","TRUE","NA","","base","NA","0.61.3"
"[[<-","special","","TRUE","NA","","base","NA","0.61.3"
"[[<-.data.frame","special","","TRUE","NA","","base","NA","0.61.3"
"^","builtin","","TRUE","NA","","base","NA","0.61.3"
"abbreviate","closure","","TRUE","FALSE","(names.arg, minlength = 4, use.classes = T, dot = F) ","base","NA","0.61.3"
"abline","closure","","TRUE","FALSE","(a = NULL, b = NULL, h = NULL, v = NULL, reg = NULL,         coef = NULL, col = par(""col""), lty = par(""lty""), ...) ","base","NA","0.61.3"
"abs","builtin","","TRUE","NA","","base","NA","0.61.3"
"acos","builtin","","TRUE","NA","","base","NA","0.61.3"
"acosh","builtin","","TRUE","NA","","base","NA","0.61.3"
"all","closure","","TRUE","FALSE","(..., na.rm = FALSE) ","base","NA","0.61.3"
"all.names","closure","","TRUE","FALSE","(expr, functions = TRUE, max.names = 200, unique = FALSE) ","base","NA","0.61.3"
"all.vars","closure","","TRUE","FALSE","(expr, functions = FALSE, max.names = 200, unique = TRUE) ","base","NA","0.61.3"
"anova","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"anova.glm","closure","","TRUE","FALSE","(object, ..., test = NULL, na.action = na.omit) ","base","NA","0.61.3"
"anova.glm.null","closure","","TRUE","FALSE","(object, ..., test = NULL, na.action = na.omit) ","base","NA","0.61.3"
"anova.glmlist","closure","","TRUE","FALSE","(object, na.action = na.omit, test = NULL) ","base","NA","0.61.3"
"anova.lm","closure","","TRUE","FALSE","(object, ...) ","base","NA","0.61.3"
"anova.lm.null","closure","","TRUE","FALSE","(object, ...) ","base","NA","0.61.3"
"anovalist.lm","closure","","TRUE","FALSE","(object, ..., test = NULL) ","base","NA","0.61.3"
"any","closure","","TRUE","FALSE","(..., na.rm = FALSE) ","base","NA","0.61.3"
"any.data.frame","builtin","","TRUE","NA","","base","NA","0.61.3"
"aperm","closure","","TRUE","FALSE","(a, perm, resize = TRUE) ","base","NA","0.61.3"
"append","closure","","TRUE","FALSE","(x, values, after = length(x)) ","base","NA","0.61.3"
"apply","closure","","TRUE","FALSE","(X, MARGIN, FUN, ...) ","base","NA","0.61.3"
"approx","closure","","TRUE","FALSE","(x, y = NULL, xout, method = ""linear"", n = 50, yleft,         yright, rule = 1, f = 0) ","base","NA","0.61.3"
"approxfun","closure","","TRUE","FALSE","(x, y = NULL, method = ""linear"", yleft, yright, rule = 1,         f = 0) ","base","NA","0.61.3"
"apropos","closure","","TRUE","FALSE","(what, where = FALSE, mode = ""any"") ","base","NA","0.61.3"
"args","builtin","","TRUE","NA","","base","NA","0.61.3"
"array","closure","","TRUE","FALSE","(data = NA, dim = length(data), dimnames = NULL) ","base","NA","0.61.3"
"arrows","closure","","TRUE","FALSE","(x0, y0, x1, y1, length = 0.25, angle = 30, code = 2,         col = par(""fg""), lty = NULL, xpd = FALSE) ","base","NA","0.61.3"
"as.array","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.call","builtin","","TRUE","NA","","base","NA","0.61.3"
"as.char.or.expr","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.character","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.complex","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.data.frame","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE, ...) ","base","NA","0.61.3"
"as.data.frame.default","closure","","TRUE","FALSE","(x, row.names = NULL, optional = FALSE, ...) ","base","NA","0.61.3"
"as.double","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.expression","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.factor","closure","","TRUE","FALSE","(x, ordered = FALSE) ","base","NA","0.61.3"
"as.formula","closure","","TRUE","FALSE","(object) ","base","NA","0.61.3"
"as.function","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.integer","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.list","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.logical","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.matrix","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.matrix.data.frame","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.matrix.default","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.name","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.null","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.numeric","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.ordered","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.qr","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.real","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.single","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.ts","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"as.vector","closure","","TRUE","FALSE","(x, mode = ""any"") ","base","NA","0.61.3"
"asin","builtin","","TRUE","NA","","base","NA","0.61.3"
"asinh","builtin","","TRUE","NA","","base","NA","0.61.3"
"assign","closure","","TRUE","FALSE","(x, value, pos = -1, envir = pos.to.env(pos), inherits = FALSE,         immediate = TRUE) ","base","NA","0.61.3"
"atan","builtin","","TRUE","NA","","base","NA","0.61.3"
"atan2","builtin","","TRUE","NA","","base","NA","0.61.3"
"atanh","builtin","","TRUE","NA","","base","NA","0.61.3"
"attach","closure","","TRUE","FALSE","(what, pos = 2, name = deparse(substitute(what))) ","base","NA","0.61.3"
"attr","builtin","","TRUE","NA","","base","NA","0.61.3"
"attr<-","special","","TRUE","NA","","base","NA","0.61.3"
"attributes","builtin","","TRUE","NA","","base","NA","0.61.3"
"attributes<-","builtin","","TRUE","NA","","base","NA","0.61.3"
"autoload","closure","","TRUE","FALSE","(name, file) ","base","NA","0.61.3"
"autoloader","closure","","TRUE","FALSE","(name, file) ","base","NA","0.61.3"
"ave","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"axis","closure","","TRUE","FALSE","(which, at, labels = TRUE, ...) ","base","NA","0.61.3"
"backsolve","closure","","TRUE","FALSE","(r, x, k = ncol(r)) ","base","NA","0.61.3"
"barplot","closure","","TRUE","FALSE","(height, width = 1, space = NULL, names.arg = NULL,         legend.text = NULL, beside = FALSE, horiz = FALSE, col = heat.colors(NR),         border = par(""fg""), main = NULL, xlab = NULL, ylab = NULL,         xlim = NULL, ylim = NULL, axes = TRUE, ...) ","base","NA","0.61.3"
"beta","builtin","","TRUE","NA","","base","NA","0.61.3"
"binomial","closure","","TRUE","FALSE","(link = ""logit"") ","base","NA","0.61.3"
"body","closure","","TRUE","FALSE","(fun = sys.function(sys.parent())) ","base","NA","0.61.3"
"box","closure","","TRUE","FALSE","(which = ""plot"", lty = ""solid"", ...) ","base","NA","0.61.3"
"boxplot","closure","","TRUE","FALSE","(x, ..., range = 1.5, width = NULL, varwidth = FALSE,         notch = FALSE, names, data = sys.frame(sys.parent()),         plot = TRUE, border = par(""fg""), col = NULL, log = """",         pars = NULL) ","base","NA","0.61.3"
"boxplot.stats","closure","","TRUE","FALSE","(x, coef = 1.5) ","base","NA","0.61.3"
"break","special","","TRUE","NA","","base","NA","0.61.3"
"browser","special","","TRUE","NA","","base","NA","0.61.3"
"builtins","closure","","TRUE","FALSE","(internal = FALSE) ","base","NA","0.61.3"
"bw.bcv","closure","","TRUE","FALSE","(x, samples = 100) ","base","NA","0.61.3"
"bw.sj","closure","","TRUE","FALSE","(x, samples = 100) ","base","NA","0.61.3"
"bw.ucv","closure","","TRUE","FALSE","(x, samples = 100) ","base","NA","0.61.3"
"bxp","closure","","TRUE","FALSE","(z, notch = FALSE, width = NULL, varwidth = FALSE, border = par(""fg""),         col = NULL, log = """", pars = NULL, ...) ","base","NA","0.61.3"
"c","special","","TRUE","NA","","base","NA","0.61.3"
"call","special","","TRUE","NA","","base","NA","0.61.3"
"case.names","closure","","TRUE","FALSE","(obj, ...) ","base","NA","0.61.3"
"case.names.lm","closure","","TRUE","FALSE","(lm.obj, full = FALSE) ","base","NA","0.61.3"
"cat","closure","","TRUE","FALSE","(..., file = """", sep = "" "", fill = FALSE, labels = NULL,         append = FALSE) ","base","NA","0.61.3"
"cbind","closure","","TRUE","FALSE","(...) ","base","NA","0.61.3"
"ceiling","builtin","","TRUE","NA","","base","NA","0.61.3"
"char.expand","closure","","TRUE","FALSE","(input, target, nomatch = stop(""no match"")) ","base","NA","0.61.3"
"character","closure","","TRUE","FALSE","(n = 0) ","base","NA","0.61.3"
"charmatch","closure","","TRUE","FALSE","(x, table, nomatch = NA) ","base","NA","0.61.3"
"check.bounds","builtin","","TRUE","NA","","base","NA","0.61.3"
"chisq.test","closure","","TRUE","FALSE","(x, y = NULL, correct = TRUE, p = rep(1/length(x), length(x))) ","base","NA","0.61.3"
"chol","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"chol2inv","closure","","TRUE","FALSE","(x, size = ncol(x)) ","base","NA","0.61.3"
"choose","builtin","","TRUE","NA","","base","NA","0.61.3"
"class","builtin","","TRUE","NA","","base","NA","0.61.3"
"class<-","builtin","","TRUE","NA","","base","NA","0.61.3"
"cm","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"co.intervals","closure","","TRUE","FALSE","(x, number = 6, overlap = 0.5) ","base","NA","0.61.3"
"codes","builtin","","TRUE","NA","","base","NA","0.61.3"
"codes<-","builtin","","TRUE","NA","","base","NA","0.61.3"
"coef","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"coefficients","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"coefficients.default","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"coefficients.glm","closure","","TRUE","FALSE","(object) ","base","NA","0.61.3"
"coefficients.lm","closure","","TRUE","FALSE","(z) ","base","NA","0.61.3"
"col","closure","","TRUE","FALSE","(x, as.factor = FALSE) ","base","NA","0.61.3"
"colnames","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"colnames<-","closure","","TRUE","FALSE","(x, value) ","base","NA","0.61.3"
"colors","builtin","","TRUE","NA","","base","NA","0.61.3"
"colours","builtin","","TRUE","NA","","base","NA","0.61.3"
"comment","builtin","","TRUE","NA","","base","NA","0.61.3"
"comment<-","builtin","","TRUE","NA","","base","NA","0.61.3"
"complete.cases","closure","","TRUE","FALSE","(...) ","base","NA","0.61.3"
"complex","closure","","TRUE","FALSE","(n = 0, real = numeric(), imaginary = numeric()) ","base","NA","0.61.3"
"contour","closure","","TRUE","FALSE","(x = seq(0, 1, len = nrow(z)), y = seq(0, 1, len = ncol(z)),         z, nlevels = 10, levels = pretty(range(z, na.rm = TRUE),                 nlevels), labcex = 0, xlim = range(x, na.rm = TRUE),         ylim = range(y, na.rm = TRUE), col = par(""fg""), lty = par(""lty""),         add = FALSE) ","base","NA","0.61.3"
"contr.helmert","closure","","TRUE","FALSE","(n, contrasts = TRUE) ","base","NA","0.61.3"
"contr.poly","closure","","TRUE","FALSE","(n, contrasts = TRUE) ","base","NA","0.61.3"
"contr.sum","closure","","TRUE","FALSE","(n, contrasts = TRUE) ","base","NA","0.61.3"
"contr.treatment","closure","","TRUE","FALSE","(n, contrasts = TRUE) ","base","NA","0.61.3"
"contrasts","closure","","TRUE","FALSE","(x, contrasts = TRUE) ","base","NA","0.61.3"
"contrasts<-","closure","","TRUE","FALSE","(x, ctr) ","base","NA","0.61.3"
"convolve","closure","","TRUE","FALSE","(x, y, conj = T) ","base","NA","0.61.3"
"cooks.distance","closure","","TRUE","FALSE","(lm.obj) ","base","NA","0.61.3"
"coplot","closure","","TRUE","FALSE","(formula, data, given.values, panel = points, rows,         columns, show.given = TRUE, col = par(""fg""), pch = par(""pch""),         ...) ","base","NA","0.61.3"
"cor","closure","","TRUE","FALSE","(x, y = NULL, use = ""all.obs"") ","base","NA","0.61.3"
"cos","builtin","","TRUE","NA","","base","NA","0.61.3"
"cosh","builtin","","TRUE","NA","","base","NA","0.61.3"
"count.fields","closure","","TRUE","FALSE","(file, sep = """", skip = 0) ","base","NA","0.61.3"
"cov","closure","","TRUE","FALSE","(x, y = NULL, use = ""all.obs"") ","base","NA","0.61.3"
"covratio","closure","","TRUE","FALSE","(lm.obj) ","base","NA","0.61.3"
"crossprod","closure","","TRUE","FALSE","(x, y = x) ","base","NA","0.61.3"
"cummax","builtin","","TRUE","NA","","base","NA","0.61.3"
"cummin","builtin","","TRUE","NA","","base","NA","0.61.3"
"cumprod","builtin","","TRUE","NA","","base","NA","0.61.3"
"cumsum","builtin","","TRUE","NA","","base","NA","0.61.3"
"curve","closure","","TRUE","FALSE","(expr, from, to, n = 100, add = FALSE, type = ""l"", ...) ","base","NA","0.61.3"
"cut","closure","","TRUE","FALSE","(x, breaks, labels = NULL, right = TRUE, dig.lab = 3) ","base","NA","0.61.3"
"data","closure","","TRUE","FALSE","(..., list = character(0), package = .packages(), lib.loc = .lib.loc) ","base","NA","0.61.3"
"data.class","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"data.entry","closure","","TRUE","FALSE","(..., Modes = NULL, Names = NULL) ","base","NA","0.61.3"
"data.frame","closure","","TRUE","FALSE","(..., row.names = NULL, col.names = NULL, as.is = FALSE,         check.names = TRUE) ","base","NA","0.61.3"
"data.matrix","closure","","TRUE","FALSE","(frame) ","base","NA","0.61.3"
"dataentry","builtin","","TRUE","NA","","base","NA","0.61.3"
"dbeta","closure","","TRUE","FALSE","(x, a, b) ","base","NA","0.61.3"
"dbinom","closure","","TRUE","FALSE","(x, n, p) ","base","NA","0.61.3"
"dcauchy","closure","","TRUE","FALSE","(x, location = 0, scale = 1) ","base","NA","0.61.3"
"dchisq","closure","","TRUE","FALSE","(x, df) ","base","NA","0.61.3"
"de","closure","","TRUE","FALSE","(..., Modes = NULL, Names = NULL) ","base","NA","0.61.3"
"de.ncols","closure","","TRUE","FALSE","(inlist) ","base","NA","0.61.3"
"de.restore","closure","","TRUE","FALSE","(inlist, ncols, coltypes, argnames, args) ","base","NA","0.61.3"
"de.setup","closure","","TRUE","FALSE","(ilist, list.names, incols) ","base","NA","0.61.3"
"debug","builtin","","TRUE","NA","","base","NA","0.61.3"
"delay","closure","","TRUE","FALSE","(x, env = .GlobalEnv) ","base","NA","0.61.3"
"delete.response","closure","","TRUE","FALSE","(termobj) ","base","NA","0.61.3"
"demo","closure","","TRUE","FALSE","(topic, device = x11, directory.sep = ""/"") ","base","NA","0.61.3"
"density","closure","","TRUE","FALSE","(x, bw, adjust = 1, kernel = ""gaussian"", n = 512, width,         from, to, cut = 3, plot.graph = FALSE) ","base","NA","0.61.3"
"deparse","builtin","","TRUE","NA","","base","NA","0.61.3"
"deriv","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"deriv.default","closure","","TRUE","FALSE","(expr, namevec, function.arg = NULL, tag = "".expr"") ","base","NA","0.61.3"
"deriv.formula","closure","","TRUE","FALSE","(expr, namevec, function.arg = NULL, tag = "".expr"") ","base","NA","0.61.3"
"detach","closure","","TRUE","FALSE","(name, pos = 2) ","base","NA","0.61.3"
"dev.off","builtin","","TRUE","NA","","base","NA","0.61.3"
"deviance","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"deviance.glm","closure","","TRUE","FALSE","(object) ","base","NA","0.61.3"
"deviance.lm","closure","","TRUE","FALSE","(z) ","base","NA","0.61.3"
"dexp","closure","","TRUE","FALSE","(x, rate = 1) ","base","NA","0.61.3"
"df","closure","","TRUE","FALSE","(x, n1, n2) ","base","NA","0.61.3"
"df.residual","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"df.residual.lm","closure","","TRUE","FALSE","(z) ","base","NA","0.61.3"
"dfbetas","closure","","TRUE","FALSE","(lm.obj) ","base","NA","0.61.3"
"dffits","closure","","TRUE","FALSE","(lm.obj) ","base","NA","0.61.3"
"dgamma","closure","","TRUE","FALSE","(x, shape, scale = 1) ","base","NA","0.61.3"
"dgeom","closure","","TRUE","FALSE","(x, p) ","base","NA","0.61.3"
"dget","closure","","TRUE","FALSE","(file) ","base","NA","0.61.3"
"dhyper","closure","","TRUE","FALSE","(x, N1, N2, n) ","base","NA","0.61.3"
"diag","closure","","TRUE","FALSE","(x = 1, nrow, ncol = n) ","base","NA","0.61.3"
"diag<-","closure","","TRUE","FALSE","(x, value) ","base","NA","0.61.3"
"diff","closure","","TRUE","FALSE","(x, lag = 1, differences = 1) ","base","NA","0.61.3"
"digamma","builtin","","TRUE","NA","","base","NA","0.61.3"
"dim","builtin","","TRUE","NA","","base","NA","0.61.3"
"dim<-","builtin","","TRUE","NA","","base","NA","0.61.3"
"dimnames","builtin","","TRUE","NA","","base","NA","0.61.3"
"dimnames<-","builtin","","TRUE","NA","","base","NA","0.61.3"
"dlnorm","closure","","TRUE","FALSE","(x, meanlog = 0, sdlog = 1) ","base","NA","0.61.3"
"dlogis","closure","","TRUE","FALSE","(x, location = 0, scale = 1) ","base","NA","0.61.3"
"dnbinom","closure","","TRUE","FALSE","(x, n, p) ","base","NA","0.61.3"
"dnchisq","closure","","TRUE","FALSE","(x, df, lambda) ","base","NA","0.61.3"
"dnorm","closure","","TRUE","FALSE","(x, mean = 0, sd = 1) ","base","NA","0.61.3"
"do.call","builtin","","TRUE","NA","","base","NA","0.61.3"
"dotplot","closure","","TRUE","FALSE","(x, labels = NULL, groups = NULL, gdata = NULL, cex = par(""cex""),         pch = 21, gpch = 21, bg = par(""bg""), color = par(""fg""),         gcolor = par(""fg""), lcolor = ""gray"", ...) ","base","NA","0.61.3"
"double","closure","","TRUE","FALSE","(n = 0) ","base","NA","0.61.3"
"dpois","closure","","TRUE","FALSE","(x, lambda) ","base","NA","0.61.3"
"dput","closure","","TRUE","FALSE","(x, file = """") ","base","NA","0.61.3"
"drop","builtin","","TRUE","NA","","base","NA","0.61.3"
"drop.terms","closure","","TRUE","FALSE","(termobj, dropx = NULL, keep.response = FALSE) ","base","NA","0.61.3"
"dt","closure","","TRUE","FALSE","(x, df) ","base","NA","0.61.3"
"dump","closure","","TRUE","FALSE","(list, fileout = ""dumpdata"") ","base","NA","0.61.3"
"dunif","closure","","TRUE","FALSE","(x, min = 0, max = 1) ","base","NA","0.61.3"
"duplicated","builtin","","TRUE","NA","","base","NA","0.61.3"
"dweibull","closure","","TRUE","FALSE","(x, shape, scale = 1) ","base","NA","0.61.3"
"dyn.load","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"edit","closure","","TRUE","FALSE","(name = NULL, file = """", editor = options()$editor) ","base","NA","0.61.3"
"effects","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"effects.glm","closure","","TRUE","FALSE","(object) ","base","NA","0.61.3"
"effects.lm","closure","","TRUE","FALSE","(z, term) ","base","NA","0.61.3"
"eigen","closure","","TRUE","FALSE","(x, symmetric, only.values = FALSE) ","base","NA","0.61.3"
"emacs","closure","","TRUE","FALSE","(name = NULL, file = """") ","base","NA","0.61.3"
"end","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"end.default","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"end.ts","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"environment","closure","","TRUE","FALSE","(fun = NULL) ","base","NA","0.61.3"
"environment<-","builtin","","TRUE","NA","","base","NA","0.61.3"
"eval","closure","","TRUE","FALSE","(expr, envir = sys.frame(sys.parent())) ","base","NA","0.61.3"
"exists","closure","","TRUE","FALSE","(x, where = -1, envir = pos.to.env(where), frame, mode = ""any"",         inherits = TRUE) ","base","NA","0.61.3"
"exp","builtin","","TRUE","NA","","base","NA","0.61.3"
"expression","special","","TRUE","NA","","base","NA","0.61.3"
"factor","closure","","TRUE","FALSE","(x, levels = sort(unique(x), na.last = TRUE), labels,         exclude = NA, ordered = FALSE) ","base","NA","0.61.3"
"family","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"family.glm","closure","","TRUE","FALSE","(object) ","base","NA","0.61.3"
"family.lm","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"fft","closure","","TRUE","FALSE","(z, inverse = FALSE) ","base","NA","0.61.3"
"find","closure","","TRUE","FALSE","(what, mode = ""any"", numeric. = FALSE, simple.words = TRUE) ","base","NA","0.61.3"
"fitted","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"fitted.values","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"fitted.values.glm","closure","","TRUE","FALSE","(object) ","base","NA","0.61.3"
"fitted.values.lm","closure","","TRUE","FALSE","(z) ","base","NA","0.61.3"
"fivenum","closure","","TRUE","FALSE","(x, na.rm = TRUE) ","base","NA","0.61.3"
"fix","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"floor","builtin","","TRUE","NA","","base","NA","0.61.3"
"for","special","","TRUE","NA","","base","NA","0.61.3"
"formals","closure","","TRUE","FALSE","(fun = sys.function(sys.parent())) ","base","NA","0.61.3"
"format","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"format.default","closure","","TRUE","FALSE","(x, trim = FALSE, digits = .Options$digits) ","base","NA","0.61.3"
"format.info","builtin","","TRUE","NA","","base","NA","0.61.3"
"formatC","closure","","TRUE","FALSE","(x, digits = NULL, width = max(0, digits) + 1, format = NULL,         flag = """", mode = NULL) ","base","NA","0.61.3"
"formula","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"formula.default","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"formula.formula","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"formula.lm","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"formula.terms","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"frame","closure","","TRUE","FALSE","(ask = NA) ","base","NA","0.61.3"
"frame.cvt","closure","","TRUE","FALSE","(x, as.is = FALSE) ","base","NA","0.61.3"
"frequency","closure","","TRUE","FALSE","(x, ...) ","base","NA","0.61.3"
"frequency.default","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"frequency.ts","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"function","special","","TRUE","NA","","base","NA","0.61.3"
"gamma","builtin","","TRUE","NA","","base","NA","0.61.3"
"gaussian","closure","","TRUE","FALSE","() ","base","NA","0.61.3"
"gc","builtin","","TRUE","NA","","base","NA","0.61.3"
"gcinfo","builtin","","TRUE","NA","","base","NA","0.61.3"
"get","closure","","TRUE","FALSE","(x, pos = -1, envir = pos.to.env(pos), mode = ""any"",         inherits = TRUE) ","base","NA","0.61.3"
"getenv","closure","","TRUE","FALSE","(x) ","base","NA","0.61.3"
"gl","closure","","TRUE","FALSE","(n, k, length = n * k, labels = 1:n, ordered = FALSE) ","base","NA","0.61.3"
"glm","closure","","TRUE","FALSE","(formula, family = gaussian, data = list(), weights = NULL,         subset = NULL, na.action = na.fail, start = NULL, offset = NULL,         control = glm.control(epsilon = 1e-04, maxit = 10, trace = FALSE),         model = TRUE, method = ""glm.fit"", x = FALSE, y = TRUE) ","base","NA","0.61.3"
"glm.control","closure","","TRUE","FALSE","(epsilon = 1e-04, maxit = 10, trace = FALSE) ","base","NA","0.61.3"
