"name","type","class","S3method","generic","package","Rversion"
"minn38","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"motors","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"muscle","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"mvrnorm","closure","function",FALSE,FALSE,"MASS","3.4.3"
"nclass.freq","closure","function",FALSE,FALSE,"MASS","3.4.3"
"neg.bin","closure","function",FALSE,FALSE,"MASS","3.4.3"
"negative.binomial","closure","function",FALSE,FALSE,"MASS","3.4.3"
"negexp.SSival","closure","function",FALSE,FALSE,"MASS","3.4.3"
"newcomb","double","numeric",FALSE,FALSE,"MASS","3.4.3"
"nlschools","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"npk","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"npr1","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"oats","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"painters","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"parcoord","closure","function",FALSE,FALSE,"MASS","3.4.3"
"petrol","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"phones","list","list",FALSE,FALSE,"MASS","3.4.3"
"polr","closure","function",FALSE,FALSE,"MASS","3.4.3"
"psi.bisquare","closure","function",FALSE,FALSE,"MASS","3.4.3"
"psi.hampel","closure","function",FALSE,FALSE,"MASS","3.4.3"
"psi.huber","closure","function",FALSE,FALSE,"MASS","3.4.3"
"qda","closure","function",FALSE,FALSE,"MASS","3.4.3"
"quine","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"rational","closure","function",FALSE,FALSE,"MASS","3.4.3"
"renumerate","closure","function",FALSE,FALSE,"MASS","3.4.3"
"rlm","closure","function",FALSE,FALSE,"MASS","3.4.3"
"rms.curv","closure","function",FALSE,FALSE,"MASS","3.4.3"
"rnegbin","closure","function",FALSE,FALSE,"MASS","3.4.3"
"road","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"rotifer","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"sammon","closure","function",FALSE,FALSE,"MASS","3.4.3"
"select","closure","function",FALSE,FALSE,"MASS","3.4.3"
"ships","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"shoes","list","list",FALSE,FALSE,"MASS","3.4.3"
"shrimp","double","numeric",FALSE,FALSE,"MASS","3.4.3"
"shuttle","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"snails","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"stdres","closure","function",FALSE,FALSE,"MASS","3.4.3"
"steam","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"stepAIC","closure","function",FALSE,FALSE,"MASS","3.4.3"
"stormer","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"studres","closure","function",FALSE,FALSE,"MASS","3.4.3"
"survey","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"synth.te","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"synth.tr","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"theta.md","closure","function",FALSE,FALSE,"MASS","3.4.3"
"theta.ml","closure","function",FALSE,FALSE,"MASS","3.4.3"
"theta.mm","closure","function",FALSE,FALSE,"MASS","3.4.3"
"topo","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"truehist","closure","function",FALSE,FALSE,"MASS","3.4.3"
"ucv","closure","function",FALSE,FALSE,"MASS","3.4.3"
"waders","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"whiteside","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"width.SJ","closure","function",FALSE,FALSE,"MASS","3.4.3"
"write.matrix","closure","function",FALSE,FALSE,"MASS","3.4.3"
"wtloss","list","data.frame",FALSE,FALSE,"MASS","3.4.3"
"%&%","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"Arith","closure","groupGenericFunction",FALSE,TRUE,"Matrix","3.4.3"
"BunchKaufman","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"Cholesky","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"Compare","closure","groupGenericFunction",FALSE,TRUE,"Matrix","3.4.3"
"Diagonal","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"Hilbert","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"KhatriRao","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"Logic","closure","groupGenericFunction",FALSE,TRUE,"Matrix","3.4.3"
"Math","closure","groupGenericFunction",FALSE,TRUE,"Matrix","3.4.3"
"Math2","closure","groupGenericFunction",FALSE,TRUE,"Matrix","3.4.3"
"Matrix","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"MatrixClass","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"Ops","closure","groupGenericFunction",FALSE,TRUE,"Matrix","3.4.3"
"Schur","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"Summary","closure","groupGenericFunction",FALSE,TRUE,"Matrix","3.4.3"
"T2graph","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"abIseq","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"abIseq1","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"all.equal","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"anyDuplicatedT","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"as.array","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"as.matrix","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"band","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"bandSparse","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"bdiag","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"c.sparseVector","closure","function",TRUE,FALSE,"Matrix","3.4.3"
"cBind","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"cbind2","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"chol","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"chol2inv","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"coerce","closure","nonstandardGenericFunction",FALSE,TRUE,"Matrix","3.4.3"
"colMeans","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"colSums","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"condest","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"cov2cor","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"crossprod","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"det","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"determinant","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"diag","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"diag<-","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"diagN2U","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"diagU2N","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"diff","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"drop","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"drop0","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"expand","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"expm","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"fac2Sparse","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"fac2sparse","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"facmul","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"forceSymmetric","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"format","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"formatSpMatrix","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"formatSparseM","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"graph2T","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"head","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"image","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"invPerm","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"is.null.DN","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"isDiagonal","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"isLDL","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"isSymmetric","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"isTriangular","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"kronecker","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"lu","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"mean","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"nearPD","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"nnzero","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"norm","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"onenormest","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"pack","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"print","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"printSpMatrix","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"printSpMatrix2","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"qr","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"qr.Q","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"qr.R","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"qr.coef","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"qr.fitted","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"qr.qty","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"qr.qy","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"qr.resid","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"qrR","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"rBind","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"rankMatrix","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"rbind2","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"rcond","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"readHB","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"readMM","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"rep2abI","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"rowMeans","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"rowSums","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"rsparsematrix","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"show","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"skewpart","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"solve","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"spMatrix","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"sparse.model.matrix","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"sparseMatrix","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"sparseVector","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"summary","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"symmpart","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"t","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"tail","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"tcrossprod","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"toeplitz","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"tril","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"triu","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"uniqTsparse","closure","function",FALSE,FALSE,"Matrix","3.4.3"
"unname","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"unpack","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"update","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"updown","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"which","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"writeMM","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"zapsmall","closure","standardGeneric",FALSE,TRUE,"Matrix","3.4.3"
"!","builtin","function",FALSE,TRUE,"base","3.4.3"
"!.hexmode","closure","function",TRUE,FALSE,"base","3.4.3"
"!.octmode","closure","function",TRUE,FALSE,"base","3.4.3"
"!=","builtin","function",FALSE,TRUE,"base","3.4.3"
"$","special","function",FALSE,TRUE,"base","3.4.3"
"$.DLLInfo","closure","function",TRUE,FALSE,"base","3.4.3"
"$.data.frame","closure","function",TRUE,FALSE,"base","3.4.3"
"$.package_version","closure","function",TRUE,FALSE,"base","3.4.3"
"$<-","special","function",FALSE,TRUE,"base","3.4.3"
"$<-.data.frame","closure","function",TRUE,FALSE,"base","3.4.3"
"%%","builtin","function",FALSE,TRUE,"base","3.4.3"
"%*%","builtin","function",FALSE,TRUE,"base","3.4.3"
"%/%","builtin","function",FALSE,TRUE,"base","3.4.3"
"%in%","closure","function",FALSE,FALSE,"base","3.4.3"
"%o%","closure","function",FALSE,FALSE,"base","3.4.3"
"%x%","closure","function",FALSE,FALSE,"base","3.4.3"
"&","builtin","function",FALSE,TRUE,"base","3.4.3"
"&&","special","function",FALSE,FALSE,"base","3.4.3"
"&.hexmode","closure","function",TRUE,FALSE,"base","3.4.3"
"&.octmode","closure","function",TRUE,FALSE,"base","3.4.3"
"(","builtin","function",FALSE,FALSE,"base","3.4.3"
"*","builtin","function",FALSE,TRUE,"base","3.4.3"
"*.difftime","closure","function",TRUE,FALSE,"base","3.4.3"
"+","builtin","function",FALSE,TRUE,"base","3.4.3"
"+.Date","closure","function",TRUE,FALSE,"base","3.4.3"
"+.POSIXt","closure","function",TRUE,FALSE,"base","3.4.3"
"-","builtin","function",FALSE,TRUE,"base","3.4.3"
"-.Date","closure","function",TRUE,FALSE,"base","3.4.3"
"-.POSIXt","closure","function",TRUE,FALSE,"base","3.4.3"
"/","builtin","function",FALSE,TRUE,"base","3.4.3"
"/.difftime","closure","function",TRUE,FALSE,"base","3.4.3"
":","builtin","function",FALSE,FALSE,"base","3.4.3"
"::","closure","function",FALSE,FALSE,"base","3.4.3"
":::","closure","function",FALSE,FALSE,"base","3.4.3"
"<","builtin","function",FALSE,TRUE,"base","3.4.3"
"<-","special","function",FALSE,FALSE,"base","3.4.3"
"<<-","special","function",FALSE,FALSE,"base","3.4.3"
"<=","builtin","function",FALSE,TRUE,"base","3.4.3"
"=","special","function",FALSE,FALSE,"base","3.4.3"
"==","builtin","function",FALSE,TRUE,"base","3.4.3"
">","builtin","function",FALSE,TRUE,"base","3.4.3"
">=","builtin","function",FALSE,TRUE,"base","3.4.3"
"@","special","function",FALSE,FALSE,"base","3.4.3"
"@<-","special","function",FALSE,FALSE,"base","3.4.3"
"Arg","builtin","function",FALSE,FALSE,"base","3.4.3"
"Conj","builtin","function",FALSE,FALSE,"base","3.4.3"
"Cstack_info","closure","function",FALSE,FALSE,"base","3.4.3"
"Encoding","closure","function",FALSE,FALSE,"base","3.4.3"
"Encoding<-","closure","function",FALSE,FALSE,"base","3.4.3"
"F","logical","logical",FALSE,FALSE,"base","3.4.3"
"Filter","closure","function",FALSE,FALSE,"base","3.4.3"
"Find","closure","function",FALSE,FALSE,"base","3.4.3"
"I","closure","function",FALSE,FALSE,"base","3.4.3"
"ISOdate","closure","function",FALSE,FALSE,"base","3.4.3"
"ISOdatetime","closure","function",FALSE,FALSE,"base","3.4.3"
"Im","builtin","function",FALSE,FALSE,"base","3.4.3"
"LETTERS","character","character",FALSE,FALSE,"base","3.4.3"
"La.svd","closure","function",FALSE,FALSE,"base","3.4.3"
"La_library","closure","function",FALSE,FALSE,"base","3.4.3"
"La_version","closure","function",FALSE,FALSE,"base","3.4.3"
"Map","closure","function",FALSE,FALSE,"base","3.4.3"
"Math.Date","closure","function",TRUE,FALSE,"base","3.4.3"
"Math.POSIXt","closure","function",TRUE,FALSE,"base","3.4.3"
"Math.data.frame","closure","function",TRUE,FALSE,"base","3.4.3"
"Math.difftime","closure","function",TRUE,FALSE,"base","3.4.3"
"Math.factor","closure","function",TRUE,FALSE,"base","3.4.3"
"Mod","builtin","function",FALSE,FALSE,"base","3.4.3"
"NCOL","closure","function",FALSE,FALSE,"base","3.4.3"
"NROW","closure","function",FALSE,FALSE,"base","3.4.3"
"Negate","closure","function",FALSE,FALSE,"base","3.4.3"
"NextMethod","closure","function",FALSE,FALSE,"base","3.4.3"
"OlsonNames","closure","function",FALSE,FALSE,"base","3.4.3"
"Ops.Date","closure","function",TRUE,FALSE,"base","3.4.3"
"Ops.POSIXt","closure","function",TRUE,FALSE,"base","3.4.3"
"Ops.data.frame","closure","function",TRUE,FALSE,"base","3.4.3"
"Ops.difftime","closure","function",TRUE,FALSE,"base","3.4.3"
"Ops.factor","closure","function",TRUE,FALSE,"base","3.4.3"
"Ops.numeric_version","closure","function",TRUE,FALSE,"base","3.4.3"
"Ops.ordered","closure","function",TRUE,FALSE,"base","3.4.3"
"Position","closure","function",FALSE,FALSE,"base","3.4.3"
"R.Version","closure","function",FALSE,FALSE,"base","3.4.3"
"R.home","closure","function",FALSE,FALSE,"base","3.4.3"
"R.version","list","simple.list",FALSE,FALSE,"base","3.4.3"
"R.version.string","character","character",FALSE,FALSE,"base","3.4.3"
"RNGkind","closure","function",FALSE,FALSE,"base","3.4.3"
"RNGversion","closure","function",FALSE,FALSE,"base","3.4.3"
"R_system_version","closure","function",FALSE,FALSE,"base","3.4.3"
"Re","builtin","function",FALSE,FALSE,"base","3.4.3"
"Recall","closure","function",FALSE,FALSE,"base","3.4.3"
"Reduce","closure","function",FALSE,FALSE,"base","3.4.3"
"Summary.Date","closure","function",TRUE,FALSE,"base","3.4.3"
"Summary.POSIXct","closure","function",TRUE,FALSE,"base","3.4.3"
"Summary.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.3"
"Summary.data.frame","closure","function",TRUE,FALSE,"base","3.4.3"
"Summary.difftime","closure","function",TRUE,FALSE,"base","3.4.3"
"Summary.factor","closure","function",TRUE,FALSE,"base","3.4.3"
"Summary.numeric_version","closure","function",TRUE,FALSE,"base","3.4.3"
"Summary.ordered","closure","function",TRUE,FALSE,"base","3.4.3"
"Sys.Date","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.chmod","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.getenv","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.getlocale","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.getpid","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.glob","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.info","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.localeconv","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.readlink","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.setFileTime","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.setenv","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.setlocale","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.sleep","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.time","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.timezone","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.umask","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.unsetenv","closure","function",FALSE,FALSE,"base","3.4.3"
"Sys.which","closure","function",FALSE,FALSE,"base","3.4.3"
"T","logical","logical",FALSE,FALSE,"base","3.4.3"
"UseMethod","special","function",FALSE,FALSE,"base","3.4.3"
"Vectorize","closure","function",FALSE,FALSE,"base","3.4.3"
