"name","type","class","exported","S4generic","args","package","priority","Rversion","status","hidden"
"GAGurine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Insurance","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Melanoma","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Null","closure","function","TRUE","FALSE","(M) ","MASS","recommended","2.6.0","released",FALSE
"OME","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Pima.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Pima.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Pima.tr2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Rabbit","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Rubber","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"SP500","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Shepard","closure","function","TRUE","FALSE","(d, x, p = 2) ","MASS","recommended","2.6.0","released",FALSE
"Sitka","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Sitka89","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Skye","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"Traffic","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"UScereal","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"UScrime","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"VA","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"abbey","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"accdeaths","double","ts","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.6.0","released",FALSE
"anorexia","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","recommended","2.6.0","released",FALSE
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.6.0","released",FALSE
"bacteria","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.6.0","released",FALSE
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","2.6.0","released",FALSE
"beav1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"beav2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"biopsy","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"birthwt","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"boxcox","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.6.0","released",FALSE
"cabbages","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"caith","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"cats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"cement","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"chem","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"con2tr","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.6.0","released",FALSE
"contr.sdif","closure","function","TRUE","FALSE","(n, contrasts = TRUE) ","MASS","recommended","2.6.0","released",FALSE
"coop","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"corresp","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.6.0","released",FALSE
"cov.mcd","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.6.0","released",FALSE
"cov.mve","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.6.0","released",FALSE
"cov.rob","closure","function","TRUE","FALSE","(x, cor = FALSE, quantile.used = floor((n + p + 1)/2),     method = c(""mve"", ""mcd"", ""classical""), nsamp = ""best"", seed) ","MASS","recommended","2.6.0","released",FALSE
"cov.trob","closure","function","TRUE","FALSE","(x, wt = rep(1, n), cor = FALSE, center = TRUE, nu = 5,     maxit = 25, tol = 0.01) ","MASS","recommended","2.6.0","released",FALSE
"cpus","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"crabs","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"deaths","double","ts","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"denumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.6.0","released",FALSE
"denumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.6.0","released",FALSE
"dose.p","closure","function","TRUE","FALSE","(obj, cf = 1:2, p = 0.5) ","MASS","recommended","2.6.0","released",FALSE
"drivers","double","ts","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"dropterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.6.0","released",FALSE
"eagles","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"enlist","closure","function","TRUE","FALSE","(vec) ","MASS","recommended","2.6.0","released",FALSE
"epil","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"eqscplot","closure","function","TRUE","FALSE","(x, y, ratio = 1, tol = 0.04, uin, ...) ","MASS","recommended","2.6.0","released",FALSE
"farms","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"fbeta","closure","function","TRUE","FALSE","(x, alpha, beta) ","MASS","recommended","2.6.0","released",FALSE
"fgl","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"fitdistr","closure","function","TRUE","FALSE","(x, densfun, start, ...) ","MASS","recommended","2.6.0","released",FALSE
"forbes","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"fractions","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","recommended","2.6.0","released",FALSE
"frequency.polygon","closure","function","TRUE","FALSE","(x, nclass = nclass.freq(x), xlab = """", ylab = """", ...) ","MASS","recommended","2.6.0","released",FALSE
"galaxies","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"gamma.dispersion","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.6.0","released",FALSE
"gamma.shape","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.6.0","released",FALSE
"gehan","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"genotype","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"geyser","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"gilgais","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"ginv","closure","function","TRUE","FALSE","(X, tol = sqrt(.Machine$double.eps)) ","MASS","recommended","2.6.0","released",FALSE
"glm.convert","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.6.0","released",FALSE
"glm.nb","closure","function","TRUE","FALSE","(formula, data, weights, subset, na.action, start = NULL,     etastart, mustart, control = glm.control(...), method = ""glm.fit"",     model = TRUE, x = FALSE, y = TRUE, contrasts = NULL, ...,     init.theta, link = log) ","MASS","recommended","2.6.0","released",FALSE
"glmmPQL","closure","function","TRUE","FALSE","(fixed, random, family, data, correlation, weights,     control, niter = 10, verbose = TRUE, ...) ","MASS","recommended","2.6.0","released",FALSE
"hills","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"hist.FD","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.6.0","released",FALSE
"hist.scott","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.6.0","released",FALSE
"housing","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"huber","closure","function","TRUE","FALSE","(y, k = 1.5, tol = 1e-06) ","MASS","recommended","2.6.0","released",FALSE
"hubers","closure","function","TRUE","FALSE","(y, k = 1.5, mu, s, initmu = median(y), tol = 1e-06) ","MASS","recommended","2.6.0","released",FALSE
"immer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"is.fractions","closure","function","TRUE","FALSE","(f) ","MASS","recommended","2.6.0","released",FALSE
"isoMDS","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, maxit = 50, trace = TRUE,     tol = 0.001, p = 2) ","MASS","recommended","2.6.0","released",FALSE
"kde2d","closure","function","TRUE","FALSE","(x, y, h, n = 25, lims = c(range(x), range(y))) ","MASS","recommended","2.6.0","released",FALSE
"lda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.6.0","released",FALSE
"ldahist","closure","function","TRUE","FALSE","(data, g, nbins = 25, h, x0 = -h/1000, breaks, xlim = range(breaks),     ymax = 0, width, type = c(""histogram"", ""density"", ""both""),     sep = (type != ""density""), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","2.6.0","released",FALSE
"leuk","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"lm.gls","closure","function","TRUE","FALSE","(formula, data, W, subset, na.action, inverse = FALSE,     method = ""qr"", model = FALSE, x = FALSE, y = FALSE, contrasts = NULL,     ...) ","MASS","recommended","2.6.0","released",FALSE
"lm.ridge","closure","function","TRUE","FALSE","(formula, data, subset, na.action, lambda = 0, model = FALSE,     x = FALSE, y = FALSE, contrasts = NULL, ...) ","MASS","recommended","2.6.0","released",FALSE
"lmsreg","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.6.0","released",FALSE
"lmwork","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.6.0","released",FALSE
"loglm","closure","function","TRUE","FALSE","(formula, data, subset, na.action, ...) ","MASS","recommended","2.6.0","released",FALSE
"loglm1","closure","function","TRUE","FALSE","(formula, data, ...) ","MASS","recommended","2.6.0","released",FALSE
"logtrans","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.6.0","released",FALSE
"lqs","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.6.0","released",FALSE
"lqs.formula","closure","function","TRUE","FALSE","(formula, data, ..., method = c(""lts"", ""lqs"", ""lms"",     ""S"", ""model.frame""), subset, na.action, model = TRUE, x.ret = FALSE,     y.ret = FALSE, contrasts = NULL) ","MASS","recommended","2.6.0","released",FALSE
"ltsreg","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.6.0","released",FALSE
"mammals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"mca","closure","function","TRUE","FALSE","(df, nf = 2, abbrev = FALSE) ","MASS","recommended","2.6.0","released",FALSE
"mcycle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"menarche","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"michelson","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"minn38","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"motors","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"muscle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"mvrnorm","closure","function","TRUE","FALSE","(n = 1, mu, Sigma, tol = 1e-06, empirical = FALSE) ","MASS","recommended","2.6.0","released",FALSE
"nclass.freq","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.6.0","released",FALSE
"neg.bin","closure","function","TRUE","FALSE","(theta = stop(""'theta' must be given"")) ","MASS","recommended","2.6.0","released",FALSE
"negative.binomial","closure","function","TRUE","FALSE","(theta = stop(""'theta' must be specified""), link = ""log"") ","MASS","recommended","2.6.0","released",FALSE
"negexp.SSival","closure","function","TRUE","FALSE","(mCall, data, LHS) ","MASS","recommended","2.6.0","released",FALSE
"newcomb","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"nlschools","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"npk","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"npr1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"oats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"painters","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"parcoord","closure","function","TRUE","FALSE","(x, col = 1, lty = 1, var.label = FALSE, ...) ","MASS","recommended","2.6.0","released",FALSE
"petrol","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"phones","list","list","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"polr","closure","function","TRUE","FALSE","(formula, data, weights, start, ..., subset, na.action,     contrasts = NULL, Hess = FALSE, model = TRUE, method = c(""logistic"",         ""probit"", ""cloglog"", ""cauchit"")) ","MASS","recommended","2.6.0","released",FALSE
"psi.bisquare","closure","function","TRUE","FALSE","(u, c = 4.685, deriv = 0) ","MASS","recommended","2.6.0","released",FALSE
"psi.hampel","closure","function","TRUE","FALSE","(u, a = 2, b = 4, c = 8, deriv = 0) ","MASS","recommended","2.6.0","released",FALSE
"psi.huber","closure","function","TRUE","FALSE","(u, k = 1.345, deriv = 0) ","MASS","recommended","2.6.0","released",FALSE
"qda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.6.0","released",FALSE
"quine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"rational","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","recommended","2.6.0","released",FALSE
"renumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.6.0","released",FALSE
"renumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.6.0","released",FALSE
"rlm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.6.0","released",FALSE
"rms.curv","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.6.0","released",FALSE
"rnegbin","closure","function","TRUE","FALSE","(n, mu = n, theta = stop(""'theta' must be specified"")) ","MASS","recommended","2.6.0","released",FALSE
"road","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"rotifer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"sammon","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, niter = 100, trace = TRUE,     magic = 0.2, tol = 1e-04) ","MASS","recommended","2.6.0","released",FALSE
"select","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.6.0","released",FALSE
"ships","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"shoes","list","list","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"shrimp","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"shuttle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"snails","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"stdres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.6.0","released",FALSE
"steam","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"stepAIC","closure","function","TRUE","FALSE","(object, scope, scale = 0, direction = c(""both"", ""backward"",     ""forward""), trace = 1, keep = NULL, steps = 1000, use.start = FALSE,     k = 2, ...) ","MASS","recommended","2.6.0","released",FALSE
"stormer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"studres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.6.0","released",FALSE
"survey","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"synth.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"synth.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"theta.md","closure","function","TRUE","FALSE","(y, mu, dfr, weights, limit = 20, eps = .Machine$double.eps^0.25) ","MASS","recommended","2.6.0","released",FALSE
"theta.ml","closure","function","TRUE","FALSE","(y, mu, n = sum(weights), weights, limit = 10, eps = .Machine$double.eps^0.25,     trace = FALSE) ","MASS","recommended","2.6.0","released",FALSE
"theta.mm","closure","function","TRUE","FALSE","(y, mu, dfr, weights, limit = 10, eps = .Machine$double.eps^0.25) ","MASS","recommended","2.6.0","released",FALSE
"topo","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"truehist","closure","function","TRUE","FALSE","(data, nbins = ""Scott"", h, x0 = -h/1000, breaks, prob = TRUE,     xlim = range(breaks), ymax = max(est), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","2.6.0","released",FALSE
"ucv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","2.6.0","released",FALSE
"waders","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"whiteside","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"width.SJ","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax, method = c(""ste"",     ""dpi"")) ","MASS","recommended","2.6.0","released",FALSE
"write.matrix","closure","function","TRUE","FALSE","(x, file = """", sep = "" "", blocksize) ","MASS","recommended","2.6.0","released",FALSE
"wtloss","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.6.0","released",FALSE
"!","builtin","function","TRUE","NA","(x) ","base","base","2.6.0","released",FALSE
"!=","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.6.0","released",FALSE
"$","special","function","TRUE","NA","","base","base","2.6.0","released",FALSE
"$.DLLInfo","closure","function","TRUE","FALSE","(x, name) ","base","base","2.6.0","released",FALSE
"$.package_version","closure","function","TRUE","FALSE","(x, name) ","base","base","2.6.0","released",FALSE
"$<-","special","function","TRUE","NA","","base","base","2.6.0","released",FALSE
"$<-.data.frame","closure","function","TRUE","FALSE","(x, i, value) ","base","base","2.6.0","released",FALSE
"%%","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.6.0","released",FALSE
"%*%","builtin","function","TRUE","NA","(x, y) ","base","base","2.6.0","released",FALSE
"%/%","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.6.0","released",FALSE
"%in%","closure","function","TRUE","FALSE","(x, table) ","base","base","2.6.0","released",FALSE
"%o%","closure","function","TRUE","FALSE","(X, Y) ","base","base","2.6.0","released",FALSE
"%x%","closure","function","TRUE","FALSE","(X, Y) ","base","base","2.6.0","released",FALSE
"&","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.6.0","released",FALSE
"&&","special","function","TRUE","NA","","base","base","2.6.0","released",FALSE
"(","builtin","function","TRUE","NA","","base","base","2.6.0","released",FALSE
"*","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.6.0","released",FALSE
"*.difftime","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.6.0","released",FALSE
"+","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.6.0","released",FALSE
"+.Date","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.6.0","released",FALSE
"+.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.6.0","released",FALSE
"-","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.6.0","released",FALSE
"-.Date","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.6.0","released",FALSE
"-.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.6.0","released",FALSE
".Alias","closure","function","TRUE","FALSE","(expr) ","base","base","2.6.0","released", TRUE
".ArgsEnv","environment","environment","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".AutoloadEnv","environment","environment","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".BaseNamespaceEnv","environment","environment","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".C","builtin","function","TRUE","NA","(name, ..., NAOK = FALSE, DUP = TRUE, PACKAGE, ENCODING) ","base","base","2.6.0","released", TRUE
".Call","builtin","function","TRUE","NA","(name, ..., PACKAGE) ","base","base","2.6.0","released", TRUE
".Call.graphics","builtin","function","TRUE","NA","(name, ..., PACKAGE) ","base","base","2.6.0","released", TRUE
".Defunct","closure","function","TRUE","FALSE","(new, package = NULL, msg) ","base","base","2.6.0","released", TRUE
".Deprecated","closure","function","TRUE","FALSE","(new, package = NULL, msg) ","base","base","2.6.0","released", TRUE
".Device","character","character","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".Devices","pairlist","pairlist","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".Export","closure","function","TRUE","FALSE","(...) ","base","base","2.6.0","released", TRUE
".External","builtin","function","TRUE","NA","(name, ..., PACKAGE) ","base","base","2.6.0","released", TRUE
".External.graphics","builtin","function","TRUE","NA","(name, ..., PACKAGE) ","base","base","2.6.0","released", TRUE
".First.sys","closure","function","TRUE","FALSE","() ","base","base","2.6.0","released", TRUE
".Fortran","builtin","function","TRUE","NA","(name, ..., NAOK = FALSE, DUP = TRUE, PACKAGE, ENCODING) ","base","base","2.6.0","released", TRUE
".GenericArgsEnv","environment","environment","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".GlobalEnv","environment","environment","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".Import","closure","function","TRUE","FALSE","(...) ","base","base","2.6.0","released", TRUE
".ImportFrom","closure","function","TRUE","FALSE","(name, ...) ","base","base","2.6.0","released", TRUE
".Internal","special","function","TRUE","NA","(call) ","base","base","2.6.0","released", TRUE
".Last.value","character","character","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".Library","character","character","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".Library.site","character","character","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".Machine","list","list","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".NotYetImplemented","closure","function","TRUE","FALSE","() ","base","base","2.6.0","released", TRUE
".NotYetUsed","closure","function","TRUE","FALSE","(arg, error = TRUE) ","base","base","2.6.0","released", TRUE
".OptRequireMethods","closure","function","TRUE","FALSE","() ","base","base","2.6.0","released", TRUE
".Options","pairlist","pairlist","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".Platform","list","list","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".Primitive","builtin","function","TRUE","NA","(name) ","base","base","2.6.0","released", TRUE
".S3PrimitiveGenerics","character","character","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".S3method","closure","function","TRUE","FALSE","(generic, class, method) ","base","base","2.6.0","released", TRUE
".Script","closure","function","TRUE","FALSE","(interpreter, script, args, ...) ","base","base","2.6.0","released", TRUE
".TAOCP1997init","closure","function","TRUE","FALSE","(seed) ","base","base","2.6.0","released", TRUE
".__H__.cbind","closure","function","TRUE","FALSE","(..., deparse.level = 1) ","base","base","2.6.0","released", TRUE
".__H__.rbind","closure","function","TRUE","FALSE","(..., deparse.level = 1) ","base","base","2.6.0","released", TRUE
".__S3MethodsTable__.","environment","environment","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".decode_numeric_version","closure","function","TRUE","FALSE","(x, base = NULL) ","base","base","2.6.0","released", TRUE
".deparseOpts","closure","function","TRUE","FALSE","(control) ","base","base","2.6.0","released", TRUE
".doTrace","closure","function","TRUE","FALSE","(expr, msg) ","base","base","2.6.0","released", TRUE
".dynLibs","closure","function","TRUE","FALSE","(new) ","base","base","2.6.0","released", TRUE
".encode_numeric_version","closure","function","TRUE","FALSE","(x, base = NULL) ","base","base","2.6.0","released", TRUE
".expand_R_libs_env_var","closure","function","TRUE","FALSE","(x) ","base","base","2.6.0","released", TRUE
".find.package","closure","function","TRUE","FALSE","(package = NULL, lib.loc = NULL, quiet = FALSE, verbose = getOption(""verbose"")) ","base","base","2.6.0","released", TRUE
".getRequiredPackages","closure","function","TRUE","FALSE","(file = ""DESCRIPTION"", quietly = FALSE, useImports = FALSE) ","base","base","2.6.0","released", TRUE
".getRequiredPackages2","closure","function","TRUE","FALSE","(pkgInfo, quietly = FALSE, lib.loc = NULL, useImports = FALSE) ","base","base","2.6.0","released", TRUE
".handleSimpleError","closure","function","TRUE","FALSE","(h, msg, call) ","base","base","2.6.0","released", TRUE
".isMethodsDispatchOn","closure","function","TRUE","FALSE","(onOff = NULL) ","base","base","2.6.0","released", TRUE
".isOpen","closure","function","TRUE","FALSE","(srcfile) ","base","base","2.6.0","released", TRUE
".knownS3Generics","character","character","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".leap.seconds","double","POSIXt/POSIXct","TRUE","FALSE","NA","base","base","2.6.0","released", TRUE
".libPaths","closure","function","TRUE","FALSE","(new) ","base","base","2.6.0","released", TRUE
".makeMessage","closure","function","TRUE","FALSE","(..., domain = NULL, appendLF = FALSE) ","base","base","2.6.0","released", TRUE
