"name","type","class","exported","S4generic","args","package","priority","Rversion"
"<-                        ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"<<-                       ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"<=                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"==                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
">                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
">=                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"Arg                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"C                         ","closure    ","           ","TRUE","FALSE","(object, contr, how.many)                                                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.64.0"
"Conj                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"D                         ","closure    ","           ","TRUE","FALSE","(expr, namevec)                                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.64.0"
"F                         ","logical    ","           ","TRUE","FALSE","NA","base   ","NA","0.64.0"
"GNOME                     ","closure    ","           ","TRUE","FALSE","(display = \""\"", width = 7, height = 7, pointsize = 12)                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.64.0"
"Gamma                     ","closure    ","           ","TRUE","FALSE","(link = \""inverse\"")                                                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.64.0"
"Gnome                     ","closure    ","           ","TRUE","FALSE","(display = \""\"", width = 7, height = 7, pointsize = 12)                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.64.0"
"I                         ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"IQR                       ","closure    ","           ","TRUE","FALSE","(x, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"Im                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"LETTERS                   ","character  ","           ","TRUE","FALSE","NA","base   ","NA","0.64.0"
"Machine                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"Math.data.frame           ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"Math.factor               ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"Mod                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"NCOL                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"NROW                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"NextMethod                ","closure    ","           ","TRUE","FALSE","(generic = NULL, object = NULL, ...)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.64.0"
"Ops.data.frame            ","closure    ","           ","TRUE","FALSE","(e1, e2 = NULL)                                                                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.64.0"
"Ops.factor                ","closure    ","           ","TRUE","FALSE","(e1, e2)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"Ops.ordered               ","closure    ","           ","TRUE","FALSE","(e1, e2)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"Platform                  ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"R.home                    ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"RNGkind                   ","closure    ","           ","TRUE","FALSE","(kind = NULL)                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"Re                        ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"Recall                    ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.64.0"
"Summary.data.frame        ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"Summary.factor            ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"T                         ","logical    ","           ","TRUE","FALSE","NA","base   ","NA","0.64.0"
"UseMethod                 ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"Version                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"X11                       ","closure    ","           ","TRUE","FALSE","(display = \""\"", width = 7, height = 7, pointsize = 12,     gamma = 1, colortype = options()$X11colortype, maxcubesize = 256)                                                                                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"[                         ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"[.data.frame              ","closure    ","           ","TRUE","FALSE","(x, i, j, drop = if (missing(i)) TRUE else length(cols) ==     1)                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.64.0"
"[.factor                  ","closure    ","           ","TRUE","FALSE","(x, i, drop = FALSE)                                                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.64.0"
"[.formula                 ","closure    ","           ","TRUE","FALSE","(x, i)                                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.64.0"
"[.noquote                 ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"[.ts                      ","closure    ","           ","TRUE","FALSE","(x, i, j, drop = TRUE)                                                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.64.0"
"[<-                       ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"[<-.data.frame            ","closure    ","           ","TRUE","FALSE","(x, i, j, value)                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"[<-.factor                ","closure    ","           ","TRUE","FALSE","(x, i, value)                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"[[                        ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"[[.data.frame             ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"[[<-                      ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"[[<-.data.frame           ","closure    ","           ","TRUE","FALSE","(x, i, j, value)                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"^                         ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"abbreviate                ","closure    ","           ","TRUE","FALSE","(names.arg, minlength = 4, use.classes = TRUE, dot = FALSE)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.64.0"
"abline                    ","closure    ","           ","TRUE","FALSE","(a = NULL, b = NULL, h = NULL, v = NULL, reg = NULL,     coef = NULL, col = par(\""col\""), lty = par(\""lty\""), ...)                                                                                                                                                                                                                                                                                        ","base   ","NA","0.64.0"
"abs                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"acos                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"acosh                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"add.scope                 ","closure    ","           ","TRUE","FALSE","(terms1, terms2)                                                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.64.0"
"add1                      ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.64.0"
"add1.default              ","closure    ","           ","TRUE","FALSE","(object, scope, scale = 0, test = c(\""none\"", \""Chisq\""),     k = 2, trace = FALSE, ...)                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.64.0"
"add1.glm                  ","closure    ","           ","TRUE","FALSE","(object, scope, scale = 0, test = c(\""none\"", \""Chisq\""),     x = NULL, k = 2, ...)                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.64.0"
"add1.lm                   ","closure    ","           ","TRUE","FALSE","(object, scope, scale = 0, test = c(\""none\"", \""Chisq\"",     \""F\""), x = NULL, k = 2, ...)                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.64.0"
