"name","type","class","exported","S4generic","args","package","priority","Rversion","hidden"
"cov.mve","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.2.1",FALSE
"cov.rob","closure","function","TRUE","FALSE","(x, cor = FALSE, quantile.used = floor((n + p + 1)/2),     method = c(""mve"", ""mcd"", ""classical""), nsamp = ""best"", seed) ","MASS","recommended","2.2.1",FALSE
"cov.trob","closure","function","TRUE","FALSE","(x, wt = rep(1, n), cor = FALSE, center = TRUE, nu = 5,     maxit = 25, tol = 0.01) ","MASS","recommended","2.2.1",FALSE
"cpus","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"crabs","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"deaths","double","ts","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"denumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.2.1",FALSE
"denumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.2.1",FALSE
"dose.p","closure","function","TRUE","FALSE","(obj, cf = 1:2, p = 0.5) ","MASS","recommended","2.2.1",FALSE
"drivers","double","ts","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"dropterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.2.1",FALSE
"eagles","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"enlist","closure","function","TRUE","FALSE","(vec) ","MASS","recommended","2.2.1",FALSE
"epil","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"eqscplot","closure","function","TRUE","FALSE","(x, y, ratio = 1, tol = 0.04, uin, ...) ","MASS","recommended","2.2.1",FALSE
"farms","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"fbeta","closure","function","TRUE","FALSE","(x, alpha, beta) ","MASS","recommended","2.2.1",FALSE
"fgl","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"fitdistr","closure","function","TRUE","FALSE","(x, densfun, start, ...) ","MASS","recommended","2.2.1",FALSE
"forbes","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"fractions","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","recommended","2.2.1",FALSE
"frequency.polygon","closure","function","TRUE","FALSE","(x, nclass = nclass.freq(x), xlab = """", ylab = """", ...) ","MASS","recommended","2.2.1",FALSE
"galaxies","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"gamma.dispersion","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.2.1",FALSE
"gamma.shape","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.2.1",FALSE
"gehan","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"genotype","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"geyser","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"gilgais","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"ginv","closure","function","TRUE","FALSE","(X, tol = sqrt(.Machine$double.eps)) ","MASS","recommended","2.2.1",FALSE
"glm.convert","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.2.1",FALSE
"glm.nb","closure","function","TRUE","FALSE","(formula, data, weights, subset, na.action, start = NULL,     etastart, mustart, control = glm.control(...), method = ""glm.fit"",     model = TRUE, x = FALSE, y = TRUE, contrasts = NULL, ...,     init.theta, link = log) ","MASS","recommended","2.2.1",FALSE
"glmmPQL","closure","function","TRUE","FALSE","(fixed, random, family, data, correlation, weights,     control, niter = 10, verbose = TRUE, ...) ","MASS","recommended","2.2.1",FALSE
"hills","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"hist.FD","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.2.1",FALSE
"hist.scott","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.2.1",FALSE
"housing","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"huber","closure","function","TRUE","FALSE","(y, k = 1.5, tol = 1e-06) ","MASS","recommended","2.2.1",FALSE
"hubers","closure","function","TRUE","FALSE","(y, k = 1.5, mu, s, initmu = median(y), tol = 1e-06) ","MASS","recommended","2.2.1",FALSE
"immer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"is.fractions","closure","function","TRUE","FALSE","(f) ","MASS","recommended","2.2.1",FALSE
"isoMDS","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, maxit = 50, trace = TRUE,     tol = 0.001, p = 2) ","MASS","recommended","2.2.1",FALSE
"kde2d","closure","function","TRUE","FALSE","(x, y, h, n = 25, lims = c(range(x), range(y))) ","MASS","recommended","2.2.1",FALSE
"lda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.2.1",FALSE
"ldahist","closure","function","TRUE","FALSE","(data, g, nbins = 25, h, x0 = -h/1000, breaks, xlim = range(breaks),     ymax = 0, width, type = c(""histogram"", ""density"", ""both""),     sep = (type != ""density""), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","2.2.1",FALSE
"leuk","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"lm.gls","closure","function","TRUE","FALSE","(formula, data, W, subset, na.action, inverse = FALSE,     method = ""qr"", model = FALSE, x = FALSE, y = FALSE, contrasts = NULL,     ...) ","MASS","recommended","2.2.1",FALSE
"lm.ridge","closure","function","TRUE","FALSE","(formula, data, subset, na.action, lambda = 0, model = FALSE,     x = FALSE, y = FALSE, contrasts = NULL, ...) ","MASS","recommended","2.2.1",FALSE
"lmsreg","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.2.1",FALSE
"lmwork","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.2.1",FALSE
"loglm","closure","function","TRUE","FALSE","(formula, data, subset, na.action, ...) ","MASS","recommended","2.2.1",FALSE
"loglm1","closure","function","TRUE","FALSE","(formula, data, ...) ","MASS","recommended","2.2.1",FALSE
"logtrans","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.2.1",FALSE
"lqs","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.2.1",FALSE
"lqs.formula","closure","function","TRUE","FALSE","(formula, data, ..., method = c(""lts"", ""lqs"", ""lms"",     ""S"", ""model.frame""), subset, na.action, model = TRUE, x.ret = FALSE,     y.ret = FALSE, contrasts = NULL) ","MASS","recommended","2.2.1",FALSE
"ltsreg","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.2.1",FALSE
"mammals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"mca","closure","function","TRUE","FALSE","(df, nf = 2, abbrev = FALSE) ","MASS","recommended","2.2.1",FALSE
"mcycle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"menarche","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"michelson","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"minn38","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"motors","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"muscle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"mvrnorm","closure","function","TRUE","FALSE","(n = 1, mu, Sigma, tol = 1e-06, empirical = FALSE) ","MASS","recommended","2.2.1",FALSE
"nclass.freq","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.2.1",FALSE
"neg.bin","closure","function","TRUE","FALSE","(theta = stop(""'theta' must be given"")) ","MASS","recommended","2.2.1",FALSE
"negative.binomial","closure","function","TRUE","FALSE","(theta = stop(""'theta' must be specified""), link = ""log"") ","MASS","recommended","2.2.1",FALSE
"negexp.SSival","closure","function","TRUE","FALSE","(mCall, data, LHS) ","MASS","recommended","2.2.1",FALSE
"newcomb","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"nlschools","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"npk","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"npr1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"oats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"painters","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"parcoord","closure","function","TRUE","FALSE","(x, col = 1, lty = 1, var.label = FALSE, ...) ","MASS","recommended","2.2.1",FALSE
"petrol","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"phones","list","list","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"polr","closure","function","TRUE","FALSE","(formula, data, weights, start, ..., subset, na.action,     contrasts = NULL, Hess = FALSE, model = TRUE, method = c(""logistic"",         ""probit"", ""cloglog"", ""cauchit"")) ","MASS","recommended","2.2.1",FALSE
"psi.bisquare","closure","function","TRUE","FALSE","(u, c = 4.685, deriv = 0) ","MASS","recommended","2.2.1",FALSE
"psi.hampel","closure","function","TRUE","FALSE","(u, a = 2, b = 4, c = 8, deriv = 0) ","MASS","recommended","2.2.1",FALSE
"psi.huber","closure","function","TRUE","FALSE","(u, k = 1.345, deriv = 0) ","MASS","recommended","2.2.1",FALSE
"qda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.2.1",FALSE
"quine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"rational","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","recommended","2.2.1",FALSE
"renumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.2.1",FALSE
"renumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.2.1",FALSE
"rlm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.2.1",FALSE
"rms.curv","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.2.1",FALSE
"rnegbin","closure","function","TRUE","FALSE","(n, mu = n, theta = stop(""'theta' must be specified"")) ","MASS","recommended","2.2.1",FALSE
"road","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"rotifer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"sammon","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, niter = 100, trace = TRUE,     magic = 0.2, tol = 1e-04) ","MASS","recommended","2.2.1",FALSE
"select","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.2.1",FALSE
"ships","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"shoes","list","list","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"shrimp","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"shuttle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"snails","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"stdres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.2.1",FALSE
"steam","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"stepAIC","closure","function","TRUE","FALSE","(object, scope, scale = 0, direction = c(""both"", ""backward"",     ""forward""), trace = 1, keep = NULL, steps = 1000, use.start = FALSE,     k = 2, ...) ","MASS","recommended","2.2.1",FALSE
"stormer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"studres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.2.1",FALSE
"survey","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"synth.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"synth.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"theta.md","closure","function","TRUE","FALSE","(y, mu, dfr, weights, limit = 20, eps = .Machine$double.eps^0.25) ","MASS","recommended","2.2.1",FALSE
"theta.ml","closure","function","TRUE","FALSE","(y, mu, n = sum(weights), weights, limit = 10, eps = .Machine$double.eps^0.25,     trace = FALSE) ","MASS","recommended","2.2.1",FALSE
"theta.mm","closure","function","TRUE","FALSE","(y, mu, dfr, weights, limit = 10, eps = .Machine$double.eps^0.25) ","MASS","recommended","2.2.1",FALSE
"topo","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"truehist","closure","function","TRUE","FALSE","(data, nbins = ""Scott"", h, x0 = -h/1000, breaks, prob = TRUE,     xlim = range(breaks), ymax = max(est), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","2.2.1",FALSE
"ucv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","2.2.1",FALSE
"waders","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"whiteside","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"width.SJ","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax, method = c(""ste"",     ""dpi"")) ","MASS","recommended","2.2.1",FALSE
"write.matrix","closure","function","TRUE","FALSE","(x, file = """", sep = "" "", blocksize) ","MASS","recommended","2.2.1",FALSE
"wtloss","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.2.1",FALSE
"!","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"!=","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"$","special","function","TRUE","NA","","base","base","2.2.1",FALSE
"$.package_version","closure","function","TRUE","FALSE","(x, name) ","base","base","2.2.1",FALSE
"$<-","special","function","TRUE","NA","","base","base","2.2.1",FALSE
"$<-.data.frame","closure","function","TRUE","FALSE","(x, i, value) ","base","base","2.2.1",FALSE
"%%","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"%*%","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"%/%","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"%in%","closure","function","TRUE","FALSE","(x, table) ","base","base","2.2.1",FALSE
"%o%","closure","function","TRUE","FALSE","(X, Y) ","base","base","2.2.1",FALSE
"%x%","closure","function","TRUE","FALSE","(X, Y) ","base","base","2.2.1",FALSE
"&","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"&&","special","function","TRUE","NA","","base","base","2.2.1",FALSE
"(","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"*","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"*.difftime","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.2.1",FALSE
"+","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"+.Date","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.2.1",FALSE
"+.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.2.1",FALSE
"-","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"-.Date","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.2.1",FALSE
"-.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.2.1",FALSE
".Alias","closure","function","TRUE","FALSE","(expr) ","base","base","2.2.1", TRUE
".AutoloadEnv","environment","environment","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".BaseNamespaceEnv","environment","environment","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".C","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".Call","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".Call.graphics","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".Defunct","closure","function","TRUE","FALSE","(new, package = NULL) ","base","base","2.2.1", TRUE
".Deprecated","closure","function","TRUE","FALSE","(new, package = NULL) ","base","base","2.2.1", TRUE
".Device","character","character","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".Devices","pairlist","pairlist","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".Export","closure","function","TRUE","FALSE","(...) ","base","base","2.2.1", TRUE
".External","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".External.graphics","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".First.sys","closure","function","TRUE","FALSE","() ","base","base","2.2.1", TRUE
".Fortran","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".GlobalEnv","environment","environment","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".Import","closure","function","TRUE","FALSE","(...) ","base","base","2.2.1", TRUE
".ImportFrom","closure","function","TRUE","FALSE","(name, ...) ","base","base","2.2.1", TRUE
".Internal","special","function","TRUE","NA","","base","base","2.2.1", TRUE
".Last.value","character","character","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".Library","character","character","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".Machine","list","list","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".NotYetImplemented","closure","function","TRUE","FALSE","() ","base","base","2.2.1", TRUE
".NotYetUsed","closure","function","TRUE","FALSE","(arg, error = TRUE) ","base","base","2.2.1", TRUE
".Options","pairlist","pairlist","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".Platform","list","list","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".Primitive","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".S3method","closure","function","TRUE","FALSE","(generic, class, method) ","base","base","2.2.1", TRUE
".Script","closure","function","TRUE","FALSE","(interpreter, script, args, ...) ","base","base","2.2.1", TRUE
".__S3MethodsTable__.","environment","environment","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".decode_package_version","closure","function","TRUE","FALSE","(x, base = NULL) ","base","base","2.2.1", TRUE
".deparseOpts","closure","function","TRUE","FALSE","(control) ","base","base","2.2.1", TRUE
".dynLibs","closure","function","TRUE","FALSE","(new) ","base","base","2.2.1", TRUE
".encode_package_version","closure","function","TRUE","FALSE","(x, base = NULL) ","base","base","2.2.1", TRUE
".find.package","closure","function","TRUE","FALSE","(package = NULL, lib.loc = NULL, quiet = FALSE, verbose = getOption(""verbose"")) ","base","base","2.2.1", TRUE
".getRequiredPackages","closure","function","TRUE","FALSE","(file = ""DESCRIPTION"", quietly = FALSE, useImports = FALSE) ","base","base","2.2.1", TRUE
".getRequiredPackages2","closure","function","TRUE","FALSE","(pkgInfo, quietly = FALSE, lib.loc = NULL, useImports = FALSE) ","base","base","2.2.1", TRUE
".handleSimpleError","closure","function","TRUE","FALSE","(h, msg, call) ","base","base","2.2.1", TRUE
".isMethodsDispatchOn","closure","function","TRUE","FALSE","(onOff = NULL) ","base","base","2.2.1", TRUE
".knownS3Generics","character","character","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".leap.seconds","double","POSIXt/POSIXct","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".libPaths","closure","function","TRUE","FALSE","(new) ","base","base","2.2.1", TRUE
".mergeExportMethods","closure","function","TRUE","FALSE","(new, ns) ","base","base","2.2.1", TRUE
".noGenerics","logical","logical","TRUE","FALSE","NA","base","base","2.2.1", TRUE
".packages","closure","function","TRUE","FALSE","(all.available = FALSE, lib.loc = NULL) ","base","base","2.2.1", TRUE
".path.package","closure","function","TRUE","FALSE","(package = NULL, quiet = FALSE) ","base","base","2.2.1", TRUE
".primTrace","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".primUntrace","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".readRDS","closure","function","TRUE","FALSE","(file, refhook = NULL) ","base","base","2.2.1", TRUE
".saveRDS","closure","function","TRUE","FALSE","(object, file = """", ascii = FALSE, version = NULL, compress = FALSE,     refhook = baseenv()) ","base","base","2.2.1", TRUE
".signalSimpleWarning","closure","function","TRUE","FALSE","(msg, call) ","base","base","2.2.1", TRUE
".standard_regexps","closure","function","TRUE","FALSE","() ","base","base","2.2.1", TRUE
".subset","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".subset2","builtin","function","TRUE","NA","","base","base","2.2.1", TRUE
".userHooksEnv","environment","environment","TRUE","FALSE","NA","base","base","2.2.1", TRUE
"/","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"/.difftime","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.2.1",FALSE
":","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"::","closure","function","TRUE","FALSE","(pkg, name) ","base","base","2.2.1",FALSE
":::","closure","function","TRUE","FALSE","(pkg, name) ","base","base","2.2.1",FALSE
"<","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"<-","special","function","TRUE","NA","","base","base","2.2.1",FALSE
"<<-","special","function","TRUE","NA","","base","base","2.2.1",FALSE
"<=","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"=","special","function","TRUE","NA","","base","base","2.2.1",FALSE
"==","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
">","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
">=","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"@","special","function","TRUE","NA","","base","base","2.2.1",FALSE
"Arg","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"Conj","builtin","function","TRUE","NA","","base","base","2.2.1",FALSE
"F","logical","logical","TRUE","FALSE","NA","base","base","2.2.1",FALSE
"I","closure","function","TRUE","FALSE","(x) ","base","base","2.2.1",FALSE
"ISOdate","closure","function","TRUE","FALSE","(year, month, day, hour = 12, min = 0, sec = 0, tz = ""GMT"") ","base","base","2.2.1",FALSE
"ISOdatetime","closure","function","TRUE","FALSE","(year, month, day, hour, min, sec, tz = """") ","base","base","2.2.1",FALSE
