"name","type","class","exported","S4generic","args","package","priority","Rversion","status","hidden"
"addterm.default","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq""),     k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"addterm.glm","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"addterm.lm","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"addterm.mlm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"addterm.negbin","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"addterm.survreg","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"anova.loglm","closure","","TRUE","FALSE","(object, ..., test = c(""Chisq"", ""chisq"", ""LR"")) ","MASS","NA","1.3.1","released",FALSE
"anova.negbin","closure","","TRUE","FALSE","(object, ..., test = ""Chisq"") ","MASS","NA","1.3.1","released",FALSE
"area","closure","","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","NA","1.3.1","released",FALSE
"as.character.fractions","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"as.fractions","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"bandwidth.nrd","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"bcv","closure","","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","NA","1.3.1","released",FALSE
"biplot.bdr","closure","","TRUE","FALSE","(obs, bivars, col, cex = rep(par(""cex""), 2), olab = NULL,     vlab = NULL, xlim = NULL, ylim = NULL, ...) ","MASS","NA","1.3.1","released",FALSE
"biplot.correspondence","closure","","TRUE","FALSE","(obj, type = c(""symmetric"", ""rows"", ""columns""), ...) ","MASS","NA","1.3.1","released",FALSE
"boxcox","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"boxcox.default","closure","","TRUE","FALSE","(object, lambda = seq(-2, 2, 1/10), plotit = length(dev.list()) >     0, interp = (plotit && (m < 100)), eps = 1/50, xlab = ""lambda"",     ylab = ""log-Likelihood"", ...) ","MASS","NA","1.3.1","released",FALSE
"boxcox.formula","closure","","TRUE","FALSE","(object, lambda = seq(-2, 2, 1/10), plotit = length(dev.list()) >     0, interp = (plotit && (m < 100)), eps = 1/50, xlab = ""lambda"",     ylab = ""log-Likelihood"", ...) ","MASS","NA","1.3.1","released",FALSE
"boxcox.lm","closure","","TRUE","FALSE","(object, lambda = seq(-2, 2, 1/10), plotit = length(dev.list()) >     0, interp = (plotit && (m < 100)), eps = 1/50, xlab = ""lambda"",     ylab = ""log-Likelihood"", ...) ","MASS","NA","1.3.1","released",FALSE
"coef.loglm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"confint","closure","","TRUE","FALSE","(object, parm, level = 0.95, ...) ","MASS","NA","1.3.1","released",FALSE
"confint.glm","closure","","TRUE","FALSE","(object, parm, level = 0.95, trace = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"confint.lm","closure","","TRUE","FALSE","(object, parm, level = 0.95, ...) ","MASS","NA","1.3.1","released",FALSE
"confint.nls","closure","","TRUE","FALSE","(object, parm = seq(along = pnames), level = 0.95, ...) ","MASS","NA","1.3.1","released",FALSE
"confint.profile.glm","closure","","TRUE","FALSE","(object, parm = seq(along = pnames), level = 0.95, ...) ","MASS","NA","1.3.1","released",FALSE
"confint.profile.nls","closure","","TRUE","FALSE","(object, parm = seq(along = pnames), level = 0.95, ...) ","MASS","NA","1.3.1","released",FALSE
"contr.sdif","closure","","TRUE","FALSE","(n, contrasts = TRUE) ","MASS","NA","1.3.1","released",FALSE
"corresp","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"corresp.crosstabs","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"corresp.data.frame","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"corresp.default","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"corresp.factor","closure","","TRUE","FALSE","(x, y, ...) ","MASS","NA","1.3.1","released",FALSE
"corresp.formula","closure","","TRUE","FALSE","(formula, data = parent.frame(), ...) ","MASS","NA","1.3.1","released",FALSE
"corresp.matrix","closure","","TRUE","FALSE","(x, nf = 1, ...) ","MASS","NA","1.3.1","released",FALSE
"cov.trob","closure","","TRUE","FALSE","(x, wt = rep(1, n), cor = FALSE, center = TRUE, nu = 5,     maxit = 25, tol = 0.01) ","MASS","NA","1.3.1","released",FALSE
"denumerate","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"denumerate.formula","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"dose.p","closure","","TRUE","FALSE","(obj, cf = 1:2, p = 0.5) ","MASS","NA","1.3.1","released",FALSE
"dropterm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"dropterm.default","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq""),     k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"dropterm.glm","closure","","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"dropterm.lm","closure","","TRUE","FALSE","(object, scope = drop.scope(object), scale = 0, test = c(""none"",     ""Chisq"", ""F""), k = 2, sorted = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"dropterm.mlm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"dropterm.negbin","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"dropterm.survreg","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"enlist","closure","","TRUE","FALSE","(vec) ","MASS","NA","1.3.1","released",FALSE
"eqscplot","closure","","TRUE","FALSE","(x, y, ratio = 1, tol = 0.04, uin, xlim = range(x, na.rm = TRUE),     ylim = range(y, na.rm = TRUE), xlab, ylab, ...) ","MASS","NA","1.3.1","released",FALSE
"extractAIC.loglm","closure","","TRUE","FALSE","(fit, scale, k = 2, ...) ","MASS","NA","1.3.1","released",FALSE
"extractAIC.polr","closure","","TRUE","FALSE","(fit, scale = 0, k = 2, ...) ","MASS","NA","1.3.1","released",FALSE
"family.negbin","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"fbeta","closure","","TRUE","FALSE","(x, alpha, beta) ","MASS","NA","1.3.1","released",FALSE
"fitted.loglm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"fractions","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"frequency.polygon","closure","","TRUE","FALSE","(x, nclass = nclass.freq(x), xlab = """", ylab = """", ...) ","MASS","NA","1.3.1","released",FALSE
"gamma.dispersion","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"gamma.shape","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"gamma.shape.glm","closure","","TRUE","FALSE","(object, it.lim = 10, eps.max = .Machine$double.eps^0.25,     verbose = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"ginv","closure","","TRUE","FALSE","(X, tol = sqrt(.Machine$double.eps)) ","MASS","NA","1.3.1","released",FALSE
"glm.convert","closure","","TRUE","FALSE","(object) ","MASS","NA","1.3.1","released",FALSE
"glm.nb","closure","","TRUE","FALSE","(formula = formula(data), data = parent.frame(), weights,     subset, na.action, start = eta, control = glm.control(...),     method = ""glm.fit"", model = FALSE, x = FALSE, y = TRUE, contrasts = NULL,     ..., init.theta, link = log) ","MASS","NA","1.3.1","released",FALSE
"hist.FD","closure","","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","NA","1.3.1","released",FALSE
"hist.scott","closure","","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","NA","1.3.1","released",FALSE
"hsreg","closure","","TRUE","FALSE","(x, y, w = rep(1, nrow(x)), k = 1.345, wx, maxit = 20,     sw = 1000, acc = .Machine$double.eps^0.25, test.vec = ""resid"",     ...) ","MASS","NA","1.3.1","released",FALSE
"huber","closure","","TRUE","FALSE","(y, k = 1.5, tol = 1e-06) ","MASS","NA","1.3.1","released",FALSE
"hubers","closure","","TRUE","FALSE","(y, k = 1.5, mu, s, initmu = median(y), tol = 1e-06) ","MASS","NA","1.3.1","released",FALSE
"is.fractions","closure","","TRUE","FALSE","(f) ","MASS","NA","1.3.1","released",FALSE
"isoMDS","closure","","TRUE","FALSE","(d, y = cmdscale(d, 2), maxit = 50, trace = TRUE) ","MASS","NA","1.3.1","released",FALSE
"kde2d","closure","","TRUE","FALSE","(x, y, h, n = 25, lims = c(range(x), range(y))) ","MASS","NA","1.3.1","released",FALSE
"lda","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"lda.data.frame","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"lda.default","closure","","TRUE","FALSE","(x, grouping, prior = proportions, tol = 1e-04, method = c(""moment"",     ""mle"", ""mve"", ""t""), CV = FALSE, nu = 5, ...) ","MASS","NA","1.3.1","released",FALSE
"lda.formula","closure","","TRUE","FALSE","(formula, data = NULL, ..., subset, na.action = na.fail) ","MASS","NA","1.3.1","released",FALSE
"lda.matrix","closure","","TRUE","FALSE","(x, grouping, ..., subset, na.action = na.fail) ","MASS","NA","1.3.1","released",FALSE
"ldahist","closure","","TRUE","FALSE","(data, g, nbins = 25, h, x0 = -h/1000, breaks, xlim = range(breaks),     ymax = 0, width, type = c(""histogram"", ""density"", ""both""),     sep = (type != ""density""), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","NA","1.3.1","released",FALSE
"lm.gls","closure","","TRUE","FALSE","(formula, data, W, subset, na.action, inverse = FALSE,     method = ""qr"", model = FALSE, x = FALSE, y = FALSE, contrasts = NULL,     ...) ","MASS","NA","1.3.1","released",FALSE
"lm.ridge","closure","","TRUE","FALSE","(formula, data, subset, na.action, lambda = 0, model = FALSE,     x = FALSE, y = FALSE, contrasts = NULL, ...) ","MASS","NA","1.3.1","released",FALSE
"lmwork","closure","","TRUE","FALSE","(object) ","MASS","NA","1.3.1","released",FALSE
"loglm","closure","","TRUE","FALSE","(formula, data = parent.frame(), subset, na.action,     ...) ","MASS","NA","1.3.1","released",FALSE
"loglm1","closure","","TRUE","FALSE","(formula, data, ...) ","MASS","NA","1.3.1","released",FALSE
"loglm1.data.frame","closure","","TRUE","FALSE","(formula, data, ...) ","MASS","NA","1.3.1","released",FALSE
"loglm1.default","closure","","TRUE","FALSE","(formula, data, start = rep(1, length(data)), fitted = FALSE,     keep.frequencies = fitted, param = TRUE, eps = 1/10, iter = 40,     print = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"loglm1.xtabs","closure","","TRUE","FALSE","(formula, data, ...) ","MASS","NA","1.3.1","released",FALSE
"logtrans","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"logtrans.default","closure","","TRUE","FALSE","(object, ..., alpha = seq(0.5, 6, by = 0.25) - min(y),     plotit = length(dev.list()) > 0, interp = (plotit && (m <         100)), xlab = ""alpha"", ylab = ""log Likelihood"") ","MASS","NA","1.3.1","released",FALSE
"logtrans.formula","closure","","TRUE","FALSE","(object, data = NULL, ...) ","MASS","NA","1.3.1","released",FALSE
"logtrans.lm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"mca","closure","","TRUE","FALSE","(df, nf = 2, abbrev = FALSE) ","MASS","NA","1.3.1","released",FALSE
"model.frame.lda","closure","","TRUE","FALSE","(formula, data = NULL, na.action = NULL, ...) ","MASS","NA","1.3.1","released",FALSE
"model.frame.polr","closure","","TRUE","FALSE","(formula, data, na.action, ...) ","MASS","NA","1.3.1","released",FALSE
"model.frame.qda","closure","","TRUE","FALSE","(formula, data = NULL, na.action = NULL, ...) ","MASS","NA","1.3.1","released",FALSE
"mvrnorm","closure","","TRUE","FALSE","(n = 1, mu, Sigma, tol = 1e-06, empirical = FALSE) ","MASS","NA","1.3.1","released",FALSE
"nclass.FD","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"nclass.freq","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"nclass.scott","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"neg.bin","closure","","TRUE","FALSE","(theta = stop(""theta must be given"")) ","MASS","NA","1.3.1","released",FALSE
"negative.binomial","closure","","TRUE","FALSE","(theta = stop(""theta must be specified""), link = ""log"") ","MASS","NA","1.3.1","released",FALSE
"negexp.SSival","closure","","TRUE","FALSE","(mCall, data, LHS) ","MASS","NA","1.3.1","released",FALSE
"orlm","closure","","TRUE","FALSE","(formula, data, weights, subset, na.action, method = ""qr"",     model = FALSE, x = FALSE, y = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"pairs.lda","closure","","TRUE","FALSE","(x, labels = colnames(x), panel = panel.lda, dimen,     abbrev = FALSE, ..., cex = 0.7, type = c(""std"", ""trellis"")) ","MASS","NA","1.3.1","released",FALSE
"pairs.profile","closure","","TRUE","FALSE","(x, colours = 2:3, ...) ","MASS","NA","1.3.1","released",FALSE
"plot.correspondence","closure","","TRUE","FALSE","(x, scale = 1, ...) ","MASS","NA","1.3.1","released",FALSE
"plot.lda","closure","","TRUE","FALSE","(x, panel = panel.lda, ..., cex = 0.7, dimen, abbrev = FALSE,     xlab = ""LD1"", ylab = ""LD2"") ","MASS","NA","1.3.1","released",FALSE
"plot.mca","closure","","TRUE","FALSE","(x, rows = TRUE, col, cex = par(""cex""), ...) ","MASS","NA","1.3.1","released",FALSE
"plot.profile","closure","","TRUE","FALSE","(x, nseg, ...) ","MASS","NA","1.3.1","released",FALSE
"plot.ridgelm","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"polr","closure","","TRUE","FALSE","(formula, data = NULL, weights, start, ..., subset,     na.action = na.fail, contrasts = NULL, Hess = FALSE) ","MASS","NA","1.3.1","released",FALSE
"predict.lda","closure","","TRUE","FALSE","(object, newdata, prior = object$prior, dimen, method = c(""plug-in"",     ""predictive"", ""debiased""), ...) ","MASS","NA","1.3.1","released",FALSE
"predict.mca","closure","","TRUE","FALSE","(object, newdata, type = c(""row"", ""factor""), ...) ","MASS","NA","1.3.1","released",FALSE
"predict.polr","closure","","TRUE","FALSE","(object, newdata, type = c(""class"", ""probs""), ...) ","MASS","NA","1.3.1","released",FALSE
"predict.qda","closure","","TRUE","FALSE","(object, newdata, prior = object$prior, method = c(""plug-in"",     ""predictive"", ""debiased"", ""looCV""), ...) ","MASS","NA","1.3.1","released",FALSE
"print.Anova","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.abbrev","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.anova.loglm","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.correspondence","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.fractions","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.gamma.shape","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.glm.dose","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.lda","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.loglm","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.mca","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.orlm","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.polr","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.qda","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.ridgelm","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.rlm","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.summary.loglm","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.summary.negbin","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"print.summary.polr","closure","","TRUE","FALSE","(x, digits = x$digits, ...) ","MASS","NA","1.3.1","released",FALSE
"print.summary.rlm","closure","","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...) ","MASS","NA","1.3.1","released",FALSE
"profile.glm","closure","","TRUE","FALSE","(fitted, which = 1:p, alpha = 0.01, maxsteps = 10, del = zmax/5,     trace = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"psi.bisquare","closure","","TRUE","FALSE","(u, c = 4.685, deriv = 0) ","MASS","NA","1.3.1","released",FALSE
"psi.hampel","closure","","TRUE","FALSE","(u, a = 2, b = 4, c = 8, deriv = 0) ","MASS","NA","1.3.1","released",FALSE
"psi.huber","closure","","TRUE","FALSE","(u, k = 1.345, deriv = 0) ","MASS","NA","1.3.1","released",FALSE
"qda","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"qda.data.frame","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"qda.default","closure","","TRUE","FALSE","(x, grouping, prior = proportions, method = c(""moment"",     ""mle"", ""mve"", ""t""), CV = FALSE, nu = 5, ...) ","MASS","NA","1.3.1","released",FALSE
"qda.formula","closure","","TRUE","FALSE","(formula, data = NULL, ..., subset, na.action = na.fail) ","MASS","NA","1.3.1","released",FALSE
"qda.matrix","closure","","TRUE","FALSE","(x, grouping, ..., subset, na.action = na.fail) ","MASS","NA","1.3.1","released",FALSE
"rational","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"renumerate","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"renumerate.formula","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"residuals.loglm","closure","","TRUE","FALSE","(object, type = c(""deviance"", ""pearson"", ""response""),     ...) ","MASS","NA","1.3.1","released",FALSE
"rlm","closure","","TRUE","FALSE","(x, ...) ","MASS","NA","1.3.1","released",FALSE
"rlm.default","closure","","TRUE","FALSE","(x, y, weights, ..., w = rep(1, nrow(x)), init = ""ls"",     psi = psi.huber, scale.est = c(""MAD"", ""Huber"", ""proposal 2""),     k2 = 1.345, method = c(""M"", ""MM""), wt.method = c(""case"",         ""inv.var""), maxit = 20, acc = 1e-04, test.vec = ""resid"") ","MASS","NA","1.3.1","released",FALSE
"rlm.formula","closure","","TRUE","FALSE","(formula, data = NULL, weights, ..., subset, na.action = na.fail,     method = c(""M"", ""MM"", ""model.frame""), wt.method = c(""case"",         ""inv.var""), model = TRUE, x.ret = TRUE, y.ret = FALSE,     contrasts = NULL) ","MASS","NA","1.3.1","released",FALSE
"rnegbin","closure","","TRUE","FALSE","(n, mu = n, theta = stop(""theta must be given"")) ","MASS","NA","1.3.1","released",FALSE
"sammon","closure","","TRUE","FALSE","(d, y, k = 2, niter = 100, trace = TRUE, magic = 0.2,     tol = 1e-04) ","MASS","NA","1.3.1","released",FALSE
"select","closure","","TRUE","FALSE","(obj) ","MASS","NA","1.3.1","released",FALSE
"select.ridgelm","closure","","TRUE","FALSE","(obj) ","MASS","NA","1.3.1","released",FALSE
"stdres","closure","","TRUE","FALSE","(object) ","MASS","NA","1.3.1","released",FALSE
"stepAIC","closure","","TRUE","FALSE","(object, scope, scale = 0, direction = c(""both"", ""backward"",     ""forward""), trace = 1, keep = NULL, steps = 1000, use.start = FALSE,     k = 2, ...) ","MASS","NA","1.3.1","released",FALSE
"studres","closure","","TRUE","FALSE","(object) ","MASS","NA","1.3.1","released",FALSE
"summary.loglm","closure","","TRUE","FALSE","(object, fitted = FALSE, ...) ","MASS","NA","1.3.1","released",FALSE
"summary.negbin","closure","","TRUE","FALSE","(object, dispersion = 1, correlation = TRUE, ...) ","MASS","NA","1.3.1","released",FALSE
"summary.orlm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"summary.polr","closure","","TRUE","FALSE","(object, digits = max(3, .Options$digits - 3), correlation = FALSE,     ...) ","MASS","NA","1.3.1","released",FALSE
"summary.rlm","closure","","TRUE","FALSE","(object, method = c(""XtX"", ""XtWX""), correlation = TRUE,     ...) ","MASS","NA","1.3.1","released",FALSE
"t.fractions","closure","","TRUE","FALSE","(x) ","MASS","NA","1.3.1","released",FALSE
"theta.md","closure","","TRUE","FALSE","(y, u, dfr, limit = 20, eps = .Machine$double.eps^0.25) ","MASS","NA","1.3.1","released",FALSE
"theta.ml","closure","","TRUE","FALSE","(y, mu, n = length(y), limit = 10, eps = .Machine$double.eps^0.25,     trace = FALSE) ","MASS","NA","1.3.1","released",FALSE
"theta.mm","closure","","TRUE","FALSE","(y, u, dfr, limit = 10, eps = .Machine$double.eps^0.25) ","MASS","NA","1.3.1","released",FALSE
"truehist","closure","","TRUE","FALSE","(data, nbins = nclass.scott(data), h, x0 = -h/1000,     breaks, prob = TRUE, xlim = range(breaks), ymax = max(est),     col = 5, xlab = deparse(substitute(data)), bty = ""n"", ...) ","MASS","NA","1.3.1","released",FALSE
"ucv","closure","","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","NA","1.3.1","released",FALSE
"update.loglm","closure","","TRUE","FALSE","(object, formula, ...) ","MASS","NA","1.3.1","released",FALSE
"vcov","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"vcov.glm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"vcov.lm","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"vcov.nls","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"vcov.polr","closure","","TRUE","FALSE","(object, ...) ","MASS","NA","1.3.1","released",FALSE
"width.SJ","closure","","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax, method = c(""ste"",     ""dpi"")) ","MASS","NA","1.3.1","released",FALSE
"write.matrix","closure","","TRUE","FALSE","(x, file = """", sep = "" "") ","MASS","NA","1.3.1","released",FALSE
"wt.huber","closure","","TRUE","FALSE","(u, c = 1.345) ","MASS","NA","1.3.1","released",FALSE
"!","builtin","","TRUE","NA","","base","NA","1.3.1","released",FALSE
"!=","builtin","","TRUE","NA","","base","NA","1.3.1","released",FALSE
"$","special","","TRUE","NA","","base","NA","1.3.1","released",FALSE
"$<-","special","","TRUE","NA","","base","NA","1.3.1","released",FALSE
"%%","builtin","","TRUE","NA","","base","NA","1.3.1","released",FALSE
"%*%","builtin","","TRUE","NA","","base","NA","1.3.1","released",FALSE
"%/%","builtin","","TRUE","NA","","base","NA","1.3.1","released",FALSE
"%in%","closure","","TRUE","FALSE","(x, table) ","base","NA","1.3.1","released",FALSE
"%o%","closure","","TRUE","FALSE","(X, Y, FUN = ""*"", ...) ","base","NA","1.3.1","released",FALSE
"%x%","closure","","TRUE","FALSE","(X, Y, FUN = ""*"", make.dimnames = FALSE, ...) ","base","NA","1.3.1","released",FALSE
"&","builtin","","TRUE","NA","","base","NA","1.3.1","released",FALSE
