"name","type","class","exported","generic","args","package","priority","Rversion"
"UScereal","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"UScrime","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"VA","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"abbey","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"accdeaths","double","ts","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.5.0"
"anorexia","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","recommended","2.5.0"
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.5.0"
"bacteria","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.5.0"
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","2.5.0"
"beav1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"beav2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"biopsy","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"birthwt","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"boxcox","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.5.0"
"cabbages","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"caith","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"cats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"cement","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"chem","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"con2tr","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.5.0"
"contr.sdif","closure","function","TRUE","FALSE","(n, contrasts = TRUE) ","MASS","recommended","2.5.0"
"coop","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"corresp","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.5.0"
"cov.mcd","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.5.0"
"cov.mve","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.5.0"
"cov.rob","closure","function","TRUE","FALSE","(x, cor = FALSE, quantile.used = floor((n + p + 1)/2),     method = c(""mve"", ""mcd"", ""classical""), nsamp = ""best"", seed) ","MASS","recommended","2.5.0"
"cov.trob","closure","function","TRUE","FALSE","(x, wt = rep(1, n), cor = FALSE, center = TRUE, nu = 5,     maxit = 25, tol = 0.01) ","MASS","recommended","2.5.0"
"cpus","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"crabs","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"deaths","double","ts","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"denumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.5.0"
"denumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.5.0"
"dose.p","closure","function","TRUE","FALSE","(obj, cf = 1:2, p = 0.5) ","MASS","recommended","2.5.0"
"drivers","double","ts","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"dropterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.5.0"
"eagles","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"enlist","closure","function","TRUE","FALSE","(vec) ","MASS","recommended","2.5.0"
"epil","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"eqscplot","closure","function","TRUE","FALSE","(x, y, ratio = 1, tol = 0.04, uin, ...) ","MASS","recommended","2.5.0"
"farms","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"fbeta","closure","function","TRUE","FALSE","(x, alpha, beta) ","MASS","recommended","2.5.0"
"fgl","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"fitdistr","closure","function","TRUE","FALSE","(x, densfun, start, ...) ","MASS","recommended","2.5.0"
"forbes","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"fractions","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","recommended","2.5.0"
"frequency.polygon","closure","function","TRUE","FALSE","(x, nclass = nclass.freq(x), xlab = """", ylab = """", ...) ","MASS","recommended","2.5.0"
"galaxies","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"gamma.dispersion","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.5.0"
"gamma.shape","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.5.0"
"gehan","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"genotype","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"geyser","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"gilgais","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"ginv","closure","function","TRUE","FALSE","(X, tol = sqrt(.Machine$double.eps)) ","MASS","recommended","2.5.0"
"glm.convert","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.5.0"
"glm.nb","closure","function","TRUE","FALSE","(formula, data, weights, subset, na.action, start = NULL,     etastart, mustart, control = glm.control(...), method = ""glm.fit"",     model = TRUE, x = FALSE, y = TRUE, contrasts = NULL, ...,     init.theta, link = log) ","MASS","recommended","2.5.0"
"glmmPQL","closure","function","TRUE","FALSE","(fixed, random, family, data, correlation, weights,     control, niter = 10, verbose = TRUE, ...) ","MASS","recommended","2.5.0"
"hills","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"hist.FD","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.5.0"
"hist.scott","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.5.0"
"housing","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"huber","closure","function","TRUE","FALSE","(y, k = 1.5, tol = 1e-06) ","MASS","recommended","2.5.0"
"hubers","closure","function","TRUE","FALSE","(y, k = 1.5, mu, s, initmu = median(y), tol = 1e-06) ","MASS","recommended","2.5.0"
"immer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"is.fractions","closure","function","TRUE","FALSE","(f) ","MASS","recommended","2.5.0"
"isoMDS","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, maxit = 50, trace = TRUE,     tol = 0.001, p = 2) ","MASS","recommended","2.5.0"
"kde2d","closure","function","TRUE","FALSE","(x, y, h, n = 25, lims = c(range(x), range(y))) ","MASS","recommended","2.5.0"
"lda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.5.0"
"ldahist","closure","function","TRUE","FALSE","(data, g, nbins = 25, h, x0 = -h/1000, breaks, xlim = range(breaks),     ymax = 0, width, type = c(""histogram"", ""density"", ""both""),     sep = (type != ""density""), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","2.5.0"
"leuk","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"lm.gls","closure","function","TRUE","FALSE","(formula, data, W, subset, na.action, inverse = FALSE,     method = ""qr"", model = FALSE, x = FALSE, y = FALSE, contrasts = NULL,     ...) ","MASS","recommended","2.5.0"
"lm.ridge","closure","function","TRUE","FALSE","(formula, data, subset, na.action, lambda = 0, model = FALSE,     x = FALSE, y = FALSE, contrasts = NULL, ...) ","MASS","recommended","2.5.0"
"lmsreg","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.5.0"
"lmwork","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.5.0"
"loglm","closure","function","TRUE","FALSE","(formula, data, subset, na.action, ...) ","MASS","recommended","2.5.0"
"loglm1","closure","function","TRUE","FALSE","(formula, data, ...) ","MASS","recommended","2.5.0"
"logtrans","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.5.0"
"lqs","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.5.0"
"lqs.formula","closure","function","TRUE","FALSE","(formula, data, ..., method = c(""lts"", ""lqs"", ""lms"",     ""S"", ""model.frame""), subset, na.action, model = TRUE, x.ret = FALSE,     y.ret = FALSE, contrasts = NULL) ","MASS","recommended","2.5.0"
"ltsreg","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.5.0"
"mammals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"mca","closure","function","TRUE","FALSE","(df, nf = 2, abbrev = FALSE) ","MASS","recommended","2.5.0"
"mcycle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"menarche","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"michelson","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"minn38","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"motors","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"muscle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"mvrnorm","closure","function","TRUE","FALSE","(n = 1, mu, Sigma, tol = 1e-06, empirical = FALSE) ","MASS","recommended","2.5.0"
"nclass.freq","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.5.0"
"neg.bin","closure","function","TRUE","FALSE","(theta = stop(""'theta' must be given"")) ","MASS","recommended","2.5.0"
"negative.binomial","closure","function","TRUE","FALSE","(theta = stop(""'theta' must be specified""), link = ""log"") ","MASS","recommended","2.5.0"
"negexp.SSival","closure","function","TRUE","FALSE","(mCall, data, LHS) ","MASS","recommended","2.5.0"
"newcomb","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"nlschools","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"npk","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"npr1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"oats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"painters","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"parcoord","closure","function","TRUE","FALSE","(x, col = 1, lty = 1, var.label = FALSE, ...) ","MASS","recommended","2.5.0"
"petrol","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"phones","list","list","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"polr","closure","function","TRUE","FALSE","(formula, data, weights, start, ..., subset, na.action,     contrasts = NULL, Hess = FALSE, model = TRUE, method = c(""logistic"",         ""probit"", ""cloglog"", ""cauchit"")) ","MASS","recommended","2.5.0"
"psi.bisquare","closure","function","TRUE","FALSE","(u, c = 4.685, deriv = 0) ","MASS","recommended","2.5.0"
"psi.hampel","closure","function","TRUE","FALSE","(u, a = 2, b = 4, c = 8, deriv = 0) ","MASS","recommended","2.5.0"
"psi.huber","closure","function","TRUE","FALSE","(u, k = 1.345, deriv = 0) ","MASS","recommended","2.5.0"
"qda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.5.0"
"quine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"rational","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","recommended","2.5.0"
"renumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.5.0"
"renumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.5.0"
"rlm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.5.0"
"rms.curv","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.5.0"
"rnegbin","closure","function","TRUE","FALSE","(n, mu = n, theta = stop(""'theta' must be specified"")) ","MASS","recommended","2.5.0"
"road","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"rotifer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"sammon","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, niter = 100, trace = TRUE,     magic = 0.2, tol = 1e-04) ","MASS","recommended","2.5.0"
"select","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.5.0"
"ships","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"shoes","list","list","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"shrimp","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"shuttle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"snails","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"stdres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.5.0"
"steam","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"stepAIC","closure","function","TRUE","FALSE","(object, scope, scale = 0, direction = c(""both"", ""backward"",     ""forward""), trace = 1, keep = NULL, steps = 1000, use.start = FALSE,     k = 2, ...) ","MASS","recommended","2.5.0"
"stormer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"studres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.5.0"
"survey","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"synth.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"synth.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"theta.md","closure","function","TRUE","FALSE","(y, mu, dfr, weights, limit = 20, eps = .Machine$double.eps^0.25) ","MASS","recommended","2.5.0"
"theta.ml","closure","function","TRUE","FALSE","(y, mu, n = sum(weights), weights, limit = 10, eps = .Machine$double.eps^0.25,     trace = FALSE) ","MASS","recommended","2.5.0"
"theta.mm","closure","function","TRUE","FALSE","(y, mu, dfr, weights, limit = 10, eps = .Machine$double.eps^0.25) ","MASS","recommended","2.5.0"
"topo","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"truehist","closure","function","TRUE","FALSE","(data, nbins = ""Scott"", h, x0 = -h/1000, breaks, prob = TRUE,     xlim = range(breaks), ymax = max(est), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","2.5.0"
"ucv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","2.5.0"
"waders","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"whiteside","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"width.SJ","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax, method = c(""ste"",     ""dpi"")) ","MASS","recommended","2.5.0"
"write.matrix","closure","function","TRUE","FALSE","(x, file = """", sep = "" "", blocksize) ","MASS","recommended","2.5.0"
"wtloss","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.5.0"
"!","builtin","function","TRUE","NA","(x) ","base","base","2.5.0"
"!=","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"$","special","function","TRUE","NA","","base","base","2.5.0"
"$.DLLInfo","closure","function","TRUE","FALSE","(x, name) ","base","base","2.5.0"
"$.package_version","closure","function","TRUE","FALSE","(x, name) ","base","base","2.5.0"
"$<-","special","function","TRUE","NA","","base","base","2.5.0"
"$<-.data.frame","closure","function","TRUE","FALSE","(x, i, value) ","base","base","2.5.0"
"%%","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"%*%","builtin","function","TRUE","NA","(a, b) ","base","base","2.5.0"
"%/%","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"%in%","closure","function","TRUE","FALSE","(x, table) ","base","base","2.5.0"
"%o%","closure","function","TRUE","FALSE","(X, Y) ","base","base","2.5.0"
"%x%","closure","function","TRUE","FALSE","(X, Y) ","base","base","2.5.0"
"&","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"&&","special","function","TRUE","NA","","base","base","2.5.0"
"(","builtin","function","TRUE","NA","","base","base","2.5.0"
"*","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"*.difftime","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.5.0"
"+","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"+.Date","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.5.0"
"+.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.5.0"
"-","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"-.Date","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.5.0"
"-.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.5.0"
".Alias","closure","function","TRUE","FALSE","(expr) ","base","base","2.5.0"
".ArgsEnv","environment","environment","TRUE","FALSE","NA","base","base","2.5.0"
".AutoloadEnv","environment","environment","TRUE","FALSE","NA","base","base","2.5.0"
".BaseNamespaceEnv","environment","environment","TRUE","FALSE","NA","base","base","2.5.0"
".C","builtin","function","TRUE","NA","(name, ..., NAOK = FALSE, DUP = TRUE, PACKAGE, ENCODING) ","base","base","2.5.0"
".Call","builtin","function","TRUE","NA","(name, ..., PACKAGE) ","base","base","2.5.0"
".Call.graphics","builtin","function","TRUE","NA","(name, ..., PACKAGE) ","base","base","2.5.0"
".Defunct","closure","function","TRUE","FALSE","(new, package = NULL, msg) ","base","base","2.5.0"
".Deprecated","closure","function","TRUE","FALSE","(new, package = NULL, msg) ","base","base","2.5.0"
".Device","character","character","TRUE","FALSE","NA","base","base","2.5.0"
".Devices","pairlist","pairlist","TRUE","FALSE","NA","base","base","2.5.0"
".Export","closure","function","TRUE","FALSE","(...) ","base","base","2.5.0"
".External","builtin","function","TRUE","NA","(name, ..., PACKAGE) ","base","base","2.5.0"
".External.graphics","builtin","function","TRUE","NA","(name, ..., PACKAGE) ","base","base","2.5.0"
".First.sys","closure","function","TRUE","FALSE","() ","base","base","2.5.0"
".Fortran","builtin","function","TRUE","NA","(name, ..., NAOK = FALSE, DUP = TRUE, PACKAGE, ENCODING) ","base","base","2.5.0"
".GenericArgsEnv","environment","environment","TRUE","FALSE","NA","base","base","2.5.0"
".GlobalEnv","environment","environment","TRUE","FALSE","NA","base","base","2.5.0"
".Import","closure","function","TRUE","FALSE","(...) ","base","base","2.5.0"
".ImportFrom","closure","function","TRUE","FALSE","(name, ...) ","base","base","2.5.0"
".Internal","special","function","TRUE","NA","(call) ","base","base","2.5.0"
".Last.value","character","character","TRUE","FALSE","NA","base","base","2.5.0"
".Library","character","character","TRUE","FALSE","NA","base","base","2.5.0"
".Library.site","character","character","TRUE","FALSE","NA","base","base","2.5.0"
".Machine","list","list","TRUE","FALSE","NA","base","base","2.5.0"
".NotYetImplemented","closure","function","TRUE","FALSE","() ","base","base","2.5.0"
".NotYetUsed","closure","function","TRUE","FALSE","(arg, error = TRUE) ","base","base","2.5.0"
".OptRequireMethods","closure","function","TRUE","FALSE","() ","base","base","2.5.0"
".Options","pairlist","pairlist","TRUE","FALSE","NA","base","base","2.5.0"
".Platform","list","list","TRUE","FALSE","NA","base","base","2.5.0"
".Primitive","builtin","function","TRUE","NA","(name) ","base","base","2.5.0"
".S3PrimitiveGenerics","character","character","TRUE","FALSE","NA","base","base","2.5.0"
".S3method","closure","function","TRUE","FALSE","(generic, class, method) ","base","base","2.5.0"
".Script","closure","function","TRUE","FALSE","(interpreter, script, args, ...) ","base","base","2.5.0"
".__H__.cbind","closure","function","TRUE","FALSE","(..., deparse.level = 1) ","base","base","2.5.0"
".__H__.rbind","closure","function","TRUE","FALSE","(..., deparse.level = 1) ","base","base","2.5.0"
".__S3MethodsTable__.","environment","environment","TRUE","FALSE","NA","base","base","2.5.0"
".decode_package_version","closure","function","TRUE","FALSE","(x, base = NULL) ","base","base","2.5.0"
".deparseOpts","closure","function","TRUE","FALSE","(control) ","base","base","2.5.0"
".doTrace","closure","function","TRUE","FALSE","(expr, msg) ","base","base","2.5.0"
".dynLibs","closure","function","TRUE","FALSE","(new) ","base","base","2.5.0"
".encode_package_version","closure","function","TRUE","FALSE","(x, base = NULL) ","base","base","2.5.0"
".find.package","closure","function","TRUE","FALSE","(package = NULL, lib.loc = NULL, quiet = FALSE, verbose = getOption(""verbose"")) ","base","base","2.5.0"
".getRequiredPackages","closure","function","TRUE","FALSE","(file = ""DESCRIPTION"", quietly = FALSE, useImports = FALSE) ","base","base","2.5.0"
".getRequiredPackages2","closure","function","TRUE","FALSE","(pkgInfo, quietly = FALSE, lib.loc = NULL, useImports = FALSE) ","base","base","2.5.0"
".handleSimpleError","closure","function","TRUE","FALSE","(h, msg, call) ","base","base","2.5.0"
".isMethodsDispatchOn","closure","function","TRUE","FALSE","(onOff = NULL) ","base","base","2.5.0"
".isOpen","closure","function","TRUE","FALSE","(srcfile) ","base","base","2.5.0"
".knownS3Generics","character","character","TRUE","FALSE","NA","base","base","2.5.0"
".leap.seconds","double","POSIXt/POSIXct","TRUE","FALSE","NA","base","base","2.5.0"
".libPaths","closure","function","TRUE","FALSE","(new) ","base","base","2.5.0"
".makeMessage","closure","function","TRUE","FALSE","(..., domain = NULL, appendLF = FALSE) ","base","base","2.5.0"
".mergeExportMethods","closure","function","TRUE","FALSE","(new, ns) ","base","base","2.5.0"
".mergeImportMethods","closure","function","TRUE","FALSE","(impenv, expenv, metaname) ","base","base","2.5.0"
".noGenerics","logical","logical","TRUE","FALSE","NA","base","base","2.5.0"
".packageStartupMessage","closure","function","TRUE","FALSE","(message, call = NULL) ","base","base","2.5.0"
".packages","closure","function","TRUE","FALSE","(all.available = FALSE, lib.loc = NULL) ","base","base","2.5.0"
".path.package","closure","function","TRUE","FALSE","(package = NULL, quiet = FALSE) ","base","base","2.5.0"
".primTrace","builtin","function","TRUE","NA","(obj) ","base","base","2.5.0"
".primUntrace","builtin","function","TRUE","NA","(obj) ","base","base","2.5.0"
".readRDS","closure","function","TRUE","FALSE","(file, refhook = NULL) ","base","base","2.5.0"
".row_names_info","closure","function","TRUE","FALSE","(x, type = 1L) ","base","base","2.5.0"
".saveRDS","closure","function","TRUE","FALSE","(object, file = """", ascii = FALSE, version = NULL, compress = TRUE,     refhook = NULL) ","base","base","2.5.0"
".set_row_names","closure","function","TRUE","FALSE","(n) ","base","base","2.5.0"
".signalSimpleWarning","closure","function","TRUE","FALSE","(msg, call) ","base","base","2.5.0"
".standard_regexps","closure","function","TRUE","FALSE","() ","base","base","2.5.0"
".subset","builtin","function","TRUE","NA","(x, ...) ","base","base","2.5.0"
".subset2","builtin","function","TRUE","NA","(x, ...) ","base","base","2.5.0"
".userHooksEnv","environment","environment","TRUE","FALSE","NA","base","base","2.5.0"
"/","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"/.difftime","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.5.0"
":","builtin","function","TRUE","NA","","base","base","2.5.0"
"::","closure","function","TRUE","FALSE","(pkg, name) ","base","base","2.5.0"
":::","closure","function","TRUE","FALSE","(pkg, name) ","base","base","2.5.0"
"<","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"<-","special","function","TRUE","NA","","base","base","2.5.0"
"<<-","special","function","TRUE","NA","","base","base","2.5.0"
"<=","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"=","special","function","TRUE","NA","","base","base","2.5.0"
"==","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
">","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
">=","builtin","function","TRUE","NA","(e1, e2) ","base","base","2.5.0"
"@","special","function","TRUE","NA","","base","base","2.5.0"
"Arg","builtin","function","TRUE","NA","(z) ","base","base","2.5.0"
"Conj","builtin","function","TRUE","NA","(z) ","base","base","2.5.0"
"Cstack_info","closure","function","TRUE","FALSE","() ","base","base","2.5.0"
"Encoding","closure","function","TRUE","FALSE","(x) ","base","base","2.5.0"
"Encoding<-","closure","function","TRUE","FALSE","(x, value) ","base","base","2.5.0"
"F","logical","logical","TRUE","FALSE","NA","base","base","2.5.0"
"I","closure","function","TRUE","FALSE","(x) ","base","base","2.5.0"
"ISOdate","closure","function","TRUE","FALSE","(year, month, day, hour = 12, min = 0, sec = 0, tz = ""GMT"") ","base","base","2.5.0"
"ISOdatetime","closure","function","TRUE","FALSE","(year, month, day, hour, min, sec, tz = """") ","base","base","2.5.0"
"Im","builtin","function","TRUE","NA","(z) ","base","base","2.5.0"
