"name","type","class","exported","S4generic","args","package","priority","Rversion"
"Pima.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"Pima.tr2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"Rabbit","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"Rubber","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"SP500","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"Shepard","closure","function","TRUE","FALSE","(d, x, p = 2) ","MASS","recommended","2.4.1"
"Sitka","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"Sitka89","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"Skye","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"Traffic","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"UScereal","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"UScrime","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"VA","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"abbey","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"accdeaths","double","ts","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"addterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.4.1"
"anorexia","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","recommended","2.4.1"
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.4.1"
"bacteria","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.4.1"
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","2.4.1"
"beav1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"beav2","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"biopsy","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"birthwt","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"boxcox","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.4.1"
"cabbages","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"caith","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"cats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"cement","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"chem","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"con2tr","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.4.1"
"contr.sdif","closure","function","TRUE","FALSE","(n, contrasts = TRUE) ","MASS","recommended","2.4.1"
"coop","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"corresp","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.4.1"
"cov.mcd","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.4.1"
"cov.mve","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.4.1"
"cov.rob","closure","function","TRUE","FALSE","(x, cor = FALSE, quantile.used = floor((n + p + 1)/2),     method = c(""mve"", ""mcd"", ""classical""), nsamp = ""best"", seed) ","MASS","recommended","2.4.1"
"cov.trob","closure","function","TRUE","FALSE","(x, wt = rep(1, n), cor = FALSE, center = TRUE, nu = 5,     maxit = 25, tol = 0.01) ","MASS","recommended","2.4.1"
"cpus","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"crabs","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"deaths","double","ts","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"denumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.4.1"
"denumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.4.1"
"dose.p","closure","function","TRUE","FALSE","(obj, cf = 1:2, p = 0.5) ","MASS","recommended","2.4.1"
"drivers","double","ts","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"dropterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.4.1"
"eagles","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"enlist","closure","function","TRUE","FALSE","(vec) ","MASS","recommended","2.4.1"
"epil","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"eqscplot","closure","function","TRUE","FALSE","(x, y, ratio = 1, tol = 0.04, uin, ...) ","MASS","recommended","2.4.1"
"farms","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"fbeta","closure","function","TRUE","FALSE","(x, alpha, beta) ","MASS","recommended","2.4.1"
"fgl","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"fitdistr","closure","function","TRUE","FALSE","(x, densfun, start, ...) ","MASS","recommended","2.4.1"
"forbes","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"fractions","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","recommended","2.4.1"
"frequency.polygon","closure","function","TRUE","FALSE","(x, nclass = nclass.freq(x), xlab = """", ylab = """", ...) ","MASS","recommended","2.4.1"
"galaxies","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"gamma.dispersion","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.4.1"
"gamma.shape","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.4.1"
"gehan","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"genotype","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"geyser","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"gilgais","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"ginv","closure","function","TRUE","FALSE","(X, tol = sqrt(.Machine$double.eps)) ","MASS","recommended","2.4.1"
"glm.convert","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.4.1"
"glm.nb","closure","function","TRUE","FALSE","(formula, data, weights, subset, na.action, start = NULL,     etastart, mustart, control = glm.control(...), method = ""glm.fit"",     model = TRUE, x = FALSE, y = TRUE, contrasts = NULL, ...,     init.theta, link = log) ","MASS","recommended","2.4.1"
"glmmPQL","closure","function","TRUE","FALSE","(fixed, random, family, data, correlation, weights,     control, niter = 10, verbose = TRUE, ...) ","MASS","recommended","2.4.1"
"hills","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"hist.FD","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.4.1"
"hist.scott","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","2.4.1"
"housing","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"huber","closure","function","TRUE","FALSE","(y, k = 1.5, tol = 1e-06) ","MASS","recommended","2.4.1"
"hubers","closure","function","TRUE","FALSE","(y, k = 1.5, mu, s, initmu = median(y), tol = 1e-06) ","MASS","recommended","2.4.1"
"immer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"is.fractions","closure","function","TRUE","FALSE","(f) ","MASS","recommended","2.4.1"
"isoMDS","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, maxit = 50, trace = TRUE,     tol = 0.001, p = 2) ","MASS","recommended","2.4.1"
"kde2d","closure","function","TRUE","FALSE","(x, y, h, n = 25, lims = c(range(x), range(y))) ","MASS","recommended","2.4.1"
"lda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.4.1"
"ldahist","closure","function","TRUE","FALSE","(data, g, nbins = 25, h, x0 = -h/1000, breaks, xlim = range(breaks),     ymax = 0, width, type = c(""histogram"", ""density"", ""both""),     sep = (type != ""density""), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","2.4.1"
"leuk","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"lm.gls","closure","function","TRUE","FALSE","(formula, data, W, subset, na.action, inverse = FALSE,     method = ""qr"", model = FALSE, x = FALSE, y = FALSE, contrasts = NULL,     ...) ","MASS","recommended","2.4.1"
"lm.ridge","closure","function","TRUE","FALSE","(formula, data, subset, na.action, lambda = 0, model = FALSE,     x = FALSE, y = FALSE, contrasts = NULL, ...) ","MASS","recommended","2.4.1"
"lmsreg","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.4.1"
"lmwork","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.4.1"
"loglm","closure","function","TRUE","FALSE","(formula, data, subset, na.action, ...) ","MASS","recommended","2.4.1"
"loglm1","closure","function","TRUE","FALSE","(formula, data, ...) ","MASS","recommended","2.4.1"
"logtrans","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","2.4.1"
"lqs","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.4.1"
"lqs.formula","closure","function","TRUE","FALSE","(formula, data, ..., method = c(""lts"", ""lqs"", ""lms"",     ""S"", ""model.frame""), subset, na.action, model = TRUE, x.ret = FALSE,     y.ret = FALSE, contrasts = NULL) ","MASS","recommended","2.4.1"
"ltsreg","closure","function","TRUE","FALSE","(...) ","MASS","recommended","2.4.1"
"mammals","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"mca","closure","function","TRUE","FALSE","(df, nf = 2, abbrev = FALSE) ","MASS","recommended","2.4.1"
"mcycle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"menarche","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"michelson","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"minn38","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"motors","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"muscle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"mvrnorm","closure","function","TRUE","FALSE","(n = 1, mu, Sigma, tol = 1e-06, empirical = FALSE) ","MASS","recommended","2.4.1"
"nclass.freq","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.4.1"
"neg.bin","closure","function","TRUE","FALSE","(theta = stop(""'theta' must be given"")) ","MASS","recommended","2.4.1"
"negative.binomial","closure","function","TRUE","FALSE","(theta = stop(""'theta' must be specified""), link = ""log"") ","MASS","recommended","2.4.1"
"negexp.SSival","closure","function","TRUE","FALSE","(mCall, data, LHS) ","MASS","recommended","2.4.1"
"newcomb","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"nlschools","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"npk","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"npr1","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"oats","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"painters","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"parcoord","closure","function","TRUE","FALSE","(x, col = 1, lty = 1, var.label = FALSE, ...) ","MASS","recommended","2.4.1"
"petrol","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"phones","list","list","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"polr","closure","function","TRUE","FALSE","(formula, data, weights, start, ..., subset, na.action,     contrasts = NULL, Hess = FALSE, model = TRUE, method = c(""logistic"",         ""probit"", ""cloglog"", ""cauchit"")) ","MASS","recommended","2.4.1"
"psi.bisquare","closure","function","TRUE","FALSE","(u, c = 4.685, deriv = 0) ","MASS","recommended","2.4.1"
"psi.hampel","closure","function","TRUE","FALSE","(u, a = 2, b = 4, c = 8, deriv = 0) ","MASS","recommended","2.4.1"
"psi.huber","closure","function","TRUE","FALSE","(u, k = 1.345, deriv = 0) ","MASS","recommended","2.4.1"
"qda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.4.1"
"quine","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"rational","closure","function","TRUE","FALSE","(x, cycles = 10, max.denominator = 2000, ...) ","MASS","recommended","2.4.1"
"renumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.4.1"
"renumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","2.4.1"
"rlm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","2.4.1"
"rms.curv","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.4.1"
"rnegbin","closure","function","TRUE","FALSE","(n, mu = n, theta = stop(""'theta' must be specified"")) ","MASS","recommended","2.4.1"
"road","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"rotifer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"sammon","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, niter = 100, trace = TRUE,     magic = 0.2, tol = 1e-04) ","MASS","recommended","2.4.1"
"select","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","2.4.1"
"ships","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"shoes","list","list","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"shrimp","double","numeric","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"shuttle","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"snails","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"stdres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.4.1"
"steam","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"stepAIC","closure","function","TRUE","FALSE","(object, scope, scale = 0, direction = c(""both"", ""backward"",     ""forward""), trace = 1, keep = NULL, steps = 1000, use.start = FALSE,     k = 2, ...) ","MASS","recommended","2.4.1"
"stormer","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"studres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","2.4.1"
"survey","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"synth.te","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"synth.tr","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"theta.md","closure","function","TRUE","FALSE","(y, mu, dfr, weights, limit = 20, eps = .Machine$double.eps^0.25) ","MASS","recommended","2.4.1"
"theta.ml","closure","function","TRUE","FALSE","(y, mu, n = sum(weights), weights, limit = 10, eps = .Machine$double.eps^0.25,     trace = FALSE) ","MASS","recommended","2.4.1"
"theta.mm","closure","function","TRUE","FALSE","(y, mu, dfr, weights, limit = 10, eps = .Machine$double.eps^0.25) ","MASS","recommended","2.4.1"
"topo","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"truehist","closure","function","TRUE","FALSE","(data, nbins = ""Scott"", h, x0 = -h/1000, breaks, prob = TRUE,     xlim = range(breaks), ymax = max(est), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","2.4.1"
"ucv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","2.4.1"
"waders","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"whiteside","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"width.SJ","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax, method = c(""ste"",     ""dpi"")) ","MASS","recommended","2.4.1"
"write.matrix","closure","function","TRUE","FALSE","(x, file = """", sep = "" "", blocksize) ","MASS","recommended","2.4.1"
"wtloss","list","data.frame","FALSE","FALSE","NA","MASS","recommended","2.4.1"
"!","builtin","function","TRUE","NA","","base","base","2.4.1"
"!=","builtin","function","TRUE","NA","","base","base","2.4.1"
"$","special","function","TRUE","NA","","base","base","2.4.1"
"$.DLLInfo","closure","function","TRUE","FALSE","(x, name) ","base","base","2.4.1"
"$.package_version","closure","function","TRUE","FALSE","(x, name) ","base","base","2.4.1"
"$<-","special","function","TRUE","NA","","base","base","2.4.1"
"$<-.data.frame","closure","function","TRUE","FALSE","(x, i, value) ","base","base","2.4.1"
"%%","builtin","function","TRUE","NA","","base","base","2.4.1"
"%*%","builtin","function","TRUE","NA","","base","base","2.4.1"
"%/%","builtin","function","TRUE","NA","","base","base","2.4.1"
"%in%","closure","function","TRUE","FALSE","(x, table) ","base","base","2.4.1"
"%o%","closure","function","TRUE","FALSE","(X, Y) ","base","base","2.4.1"
"%x%","closure","function","TRUE","FALSE","(X, Y) ","base","base","2.4.1"
"&","builtin","function","TRUE","NA","","base","base","2.4.1"
"&&","special","function","TRUE","NA","","base","base","2.4.1"
"(","builtin","function","TRUE","NA","","base","base","2.4.1"
"*","builtin","function","TRUE","NA","","base","base","2.4.1"
"*.difftime","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.4.1"
"+","builtin","function","TRUE","NA","","base","base","2.4.1"
"+.Date","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.4.1"
"+.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.4.1"
"-","builtin","function","TRUE","NA","","base","base","2.4.1"
"-.Date","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.4.1"
"-.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.4.1"
".Alias","closure","function","TRUE","FALSE","(expr) ","base","base","2.4.1"
".AutoloadEnv","environment","environment","TRUE","FALSE","NA","base","base","2.4.1"
".BaseNamespaceEnv","environment","environment","TRUE","FALSE","NA","base","base","2.4.1"
".C","builtin","function","TRUE","NA","","base","base","2.4.1"
".Call","builtin","function","TRUE","NA","","base","base","2.4.1"
".Call.graphics","builtin","function","TRUE","NA","","base","base","2.4.1"
".Defunct","closure","function","TRUE","FALSE","(new, package = NULL) ","base","base","2.4.1"
".Deprecated","closure","function","TRUE","FALSE","(new, package = NULL) ","base","base","2.4.1"
".Device","character","character","TRUE","FALSE","NA","base","base","2.4.1"
".Devices","pairlist","pairlist","TRUE","FALSE","NA","base","base","2.4.1"
".Export","closure","function","TRUE","FALSE","(...) ","base","base","2.4.1"
".External","builtin","function","TRUE","NA","","base","base","2.4.1"
".External.graphics","builtin","function","TRUE","NA","","base","base","2.4.1"
".First.sys","closure","function","TRUE","FALSE","() ","base","base","2.4.1"
".Fortran","builtin","function","TRUE","NA","","base","base","2.4.1"
".GlobalEnv","environment","environment","TRUE","FALSE","NA","base","base","2.4.1"
".Import","closure","function","TRUE","FALSE","(...) ","base","base","2.4.1"
".ImportFrom","closure","function","TRUE","FALSE","(name, ...) ","base","base","2.4.1"
".Internal","special","function","TRUE","NA","","base","base","2.4.1"
".Last.value","character","character","TRUE","FALSE","NA","base","base","2.4.1"
".Library","character","character","TRUE","FALSE","NA","base","base","2.4.1"
".Machine","list","list","TRUE","FALSE","NA","base","base","2.4.1"
".NotYetImplemented","closure","function","TRUE","FALSE","() ","base","base","2.4.1"
".NotYetUsed","closure","function","TRUE","FALSE","(arg, error = TRUE) ","base","base","2.4.1"
".OptRequireMethods","closure","function","TRUE","FALSE","() ","base","base","2.4.1"
".Options","pairlist","pairlist","TRUE","FALSE","NA","base","base","2.4.1"
".Platform","list","list","TRUE","FALSE","NA","base","base","2.4.1"
".Primitive","builtin","function","TRUE","NA","","base","base","2.4.1"
".S3method","closure","function","TRUE","FALSE","(generic, class, method) ","base","base","2.4.1"
".Script","closure","function","TRUE","FALSE","(interpreter, script, args, ...) ","base","base","2.4.1"
".__H__.cbind","closure","function","TRUE","FALSE","(..., deparse.level = 1) ","base","base","2.4.1"
".__H__.rbind","closure","function","TRUE","FALSE","(..., deparse.level = 1) ","base","base","2.4.1"
".__S3MethodsTable__.","environment","environment","TRUE","FALSE","NA","base","base","2.4.1"
".decode_package_version","closure","function","TRUE","FALSE","(x, base = NULL) ","base","base","2.4.1"
".deparseOpts","closure","function","TRUE","FALSE","(control) ","base","base","2.4.1"
".dynLibs","closure","function","TRUE","FALSE","(new) ","base","base","2.4.1"
".encode_package_version","closure","function","TRUE","FALSE","(x, base = NULL) ","base","base","2.4.1"
".find.package","closure","function","TRUE","FALSE","(package = NULL, lib.loc = NULL, quiet = FALSE, verbose = getOption(""verbose"")) ","base","base","2.4.1"
".getRequiredPackages","closure","function","TRUE","FALSE","(file = ""DESCRIPTION"", quietly = FALSE, useImports = FALSE) ","base","base","2.4.1"
".getRequiredPackages2","closure","function","TRUE","FALSE","(pkgInfo, quietly = FALSE, lib.loc = NULL, useImports = FALSE) ","base","base","2.4.1"
".handleSimpleError","closure","function","TRUE","FALSE","(h, msg, call) ","base","base","2.4.1"
".isMethodsDispatchOn","closure","function","TRUE","FALSE","(onOff = NULL) ","base","base","2.4.1"
".knownS3Generics","character","character","TRUE","FALSE","NA","base","base","2.4.1"
".leap.seconds","double","POSIXt/POSIXct","TRUE","FALSE","NA","base","base","2.4.1"
".libPaths","closure","function","TRUE","FALSE","(new) ","base","base","2.4.1"
".mergeExportMethods","closure","function","TRUE","FALSE","(new, ns) ","base","base","2.4.1"
".mergeImportMethods","closure","function","TRUE","FALSE","(impenv, expenv, metaname) ","base","base","2.4.1"
".noGenerics","logical","logical","TRUE","FALSE","NA","base","base","2.4.1"
".packages","closure","function","TRUE","FALSE","(all.available = FALSE, lib.loc = NULL) ","base","base","2.4.1"
".path.package","closure","function","TRUE","FALSE","(package = NULL, quiet = FALSE) ","base","base","2.4.1"
".primTrace","builtin","function","TRUE","NA","","base","base","2.4.1"
".primUntrace","builtin","function","TRUE","NA","","base","base","2.4.1"
".readRDS","closure","function","TRUE","FALSE","(file, refhook = NULL) ","base","base","2.4.1"
".saveRDS","closure","function","TRUE","FALSE","(object, file = """", ascii = FALSE, version = NULL, compress = TRUE,     refhook = NULL) ","base","base","2.4.1"
".signalSimpleWarning","closure","function","TRUE","FALSE","(msg, call) ","base","base","2.4.1"
".standard_regexps","closure","function","TRUE","FALSE","() ","base","base","2.4.1"
".subset","builtin","function","TRUE","NA","","base","base","2.4.1"
".subset2","builtin","function","TRUE","NA","","base","base","2.4.1"
".userHooksEnv","environment","environment","TRUE","FALSE","NA","base","base","2.4.1"
"/","builtin","function","TRUE","NA","","base","base","2.4.1"
"/.difftime","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.4.1"
":","builtin","function","TRUE","NA","","base","base","2.4.1"
"::","closure","function","TRUE","FALSE","(pkg, name) ","base","base","2.4.1"
":::","closure","function","TRUE","FALSE","(pkg, name) ","base","base","2.4.1"
"<","builtin","function","TRUE","NA","","base","base","2.4.1"
"<-","special","function","TRUE","NA","","base","base","2.4.1"
"<<-","special","function","TRUE","NA","","base","base","2.4.1"
"<=","builtin","function","TRUE","NA","","base","base","2.4.1"
"=","special","function","TRUE","NA","","base","base","2.4.1"
"==","builtin","function","TRUE","NA","","base","base","2.4.1"
">","builtin","function","TRUE","NA","","base","base","2.4.1"
">=","builtin","function","TRUE","NA","","base","base","2.4.1"
"@","special","function","TRUE","NA","","base","base","2.4.1"
"Arg","builtin","function","TRUE","NA","","base","base","2.4.1"
"Conj","builtin","function","TRUE","NA","","base","base","2.4.1"
"Cstack_info","closure","function","TRUE","FALSE","() ","base","base","2.4.1"
"F","logical","logical","TRUE","FALSE","NA","base","base","2.4.1"
"I","closure","function","TRUE","FALSE","(x) ","base","base","2.4.1"
"ISOdate","closure","function","TRUE","FALSE","(year, month, day, hour = 12, min = 0, sec = 0, tz = ""GMT"") ","base","base","2.4.1"
"ISOdatetime","closure","function","TRUE","FALSE","(year, month, day, hour, min, sec, tz = """") ","base","base","2.4.1"
"Im","builtin","function","TRUE","NA","","base","base","2.4.1"
"LETTERS","character","character","TRUE","FALSE","NA","base","base","2.4.1"
"La.chol","closure","function","TRUE","FALSE","(x) ","base","base","2.4.1"
"La.chol2inv","closure","function","TRUE","FALSE","(x, size = ncol(x)) ","base","base","2.4.1"
"La.eigen","closure","function","TRUE","FALSE","(x, symmetric, only.values = FALSE, method = c(""dsyevr"",     ""dsyev"")) ","base","base","2.4.1"
"La.svd","closure","function","TRUE","FALSE","(x, nu = min(n, p), nv = min(n, p)) ","base","base","2.4.1"
"Machine","closure","function","TRUE","FALSE","() ","base","base","2.4.1"
"Math.Date","closure","function","TRUE","FALSE","(x, ...) ","base","base","2.4.1"
"Math.POSIXt","closure","function","TRUE","FALSE","(x, ...) ","base","base","2.4.1"
"Math.data.frame","closure","function","TRUE","FALSE","(x, ...) ","base","base","2.4.1"
"Math.difftime","closure","function","TRUE","FALSE","(x, ...) ","base","base","2.4.1"
"Math.factor","closure","function","TRUE","FALSE","(x, ...) ","base","base","2.4.1"
"Mod","builtin","function","TRUE","NA","","base","base","2.4.1"
"NCOL","closure","function","TRUE","FALSE","(x) ","base","base","2.4.1"
"NROW","closure","function","TRUE","FALSE","(x) ","base","base","2.4.1"
"NextMethod","closure","function","TRUE","FALSE","(generic = NULL, object = NULL, ...) ","base","base","2.4.1"
"Ops.Date","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.4.1"
"Ops.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","2.4.1"
"Ops.data.frame","closure","function","TRUE","FALSE","(e1, e2 = NULL) ","base","base","2.4.1"
