"name","type","class","exported","S4generic","args","package","priority","Rversion","hidden"
"renumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1",FALSE
"residuals.loglm","closure","function","TRUE","FALSE","(object, type = c(""deviance"", ""pearson"", ""response""),     ...) ","MASS","recommended","1.6.1",FALSE
"rlm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1",FALSE
"rlm.default","closure","function","TRUE","FALSE","(x, y, weights, ..., w = rep(1, nrow(x)), init = ""ls"",     psi = psi.huber, scale.est = c(""MAD"", ""Huber"", ""proposal 2""),     k2 = 1.345, method = c(""M"", ""MM""), wt.method = c(""case"",         ""inv.var""), maxit = 20, acc = 1e-04, test.vec = ""resid"") ","MASS","recommended","1.6.1",FALSE
"rlm.formula","closure","function","TRUE","FALSE","(x, data = NULL, weights, ..., subset, na.action = na.fail,     method = c(""M"", ""MM"", ""model.frame""), wt.method = c(""case"",         ""inv.var""), model = TRUE, x.ret = TRUE, y.ret = FALSE,     contrasts = NULL) ","MASS","recommended","1.6.1",FALSE
"rms.curv","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","1.6.1",FALSE
"rnegbin","closure","function","TRUE","FALSE","(n, mu = n, theta = stop(""theta must be given"")) ","MASS","recommended","1.6.1",FALSE
"sammon","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, niter = 100, trace = TRUE,     magic = 0.2, tol = 1e-04) ","MASS","recommended","1.6.1",FALSE
"select","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","1.6.1",FALSE
"select.ridgelm","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","1.6.1",FALSE
"stdres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","1.6.1",FALSE
"stepAIC","closure","function","TRUE","FALSE","(object, scope, scale = 0, direction = c(""both"", ""backward"",     ""forward""), trace = 1, keep = NULL, steps = 1000, use.start = FALSE,     k = 2, ...) ","MASS","recommended","1.6.1",FALSE
"studres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","1.6.1",FALSE
"summary.loglm","closure","function","TRUE","FALSE","(object, fitted = FALSE, ...) ","MASS","recommended","1.6.1",FALSE
"summary.negbin","closure","function","TRUE","FALSE","(object, dispersion = 1, correlation = TRUE, ...) ","MASS","recommended","1.6.1",FALSE
"summary.polr","closure","function","TRUE","FALSE","(object, digits = max(3, .Options$digits - 3), correlation = FALSE,     ...) ","MASS","recommended","1.6.1",FALSE
"summary.rlm","closure","function","TRUE","FALSE","(object, method = c(""XtX"", ""XtWX""), correlation = TRUE,     ...) ","MASS","recommended","1.6.1",FALSE
"t.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1",FALSE
"terms.gls","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1",FALSE
"terms.lme","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1",FALSE
"theta.md","closure","function","TRUE","FALSE","(y, u, dfr, limit = 20, eps = .Machine$double.eps^0.25) ","MASS","recommended","1.6.1",FALSE
"theta.ml","closure","function","TRUE","FALSE","(y, mu, n = length(y), limit = 10, eps = .Machine$double.eps^0.25,     trace = FALSE) ","MASS","recommended","1.6.1",FALSE
"theta.mm","closure","function","TRUE","FALSE","(y, u, dfr, limit = 10, eps = .Machine$double.eps^0.25) ","MASS","recommended","1.6.1",FALSE
"truehist","closure","function","TRUE","FALSE","(data, nbins = ""Scott"", h, x0 = -h/1000, breaks, prob = TRUE,     xlim = range(breaks), ymax = max(est), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","1.6.1",FALSE
"ucv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","1.6.1",FALSE
"update.loglm","closure","function","TRUE","FALSE","(object, formula, ...) ","MASS","recommended","1.6.1",FALSE
"vcov.polr","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1",FALSE
"width.SJ","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax, method = c(""ste"",     ""dpi"")) ","MASS","recommended","1.6.1",FALSE
"write.matrix","closure","function","TRUE","FALSE","(x, file = """", sep = "" "", blocksize) ","MASS","recommended","1.6.1",FALSE
"!","builtin","function","TRUE","NA","","base","base","1.6.1",FALSE
"!=","builtin","function","TRUE","NA","","base","base","1.6.1",FALSE
"$","special","function","TRUE","NA","","base","base","1.6.1",FALSE
"$<-","special","function","TRUE","NA","","base","base","1.6.1",FALSE
"%%","builtin","function","TRUE","NA","","base","base","1.6.1",FALSE
"%*%","builtin","function","TRUE","NA","","base","base","1.6.1",FALSE
"%/%","builtin","function","TRUE","NA","","base","base","1.6.1",FALSE
"%in%","closure","function","TRUE","FALSE","(x, table) ","base","base","1.6.1",FALSE
